HBNAME,Site,Date,Date.Analysed,SW.Sample.Number,N1.Description,N1.Reported.Value,N1.Sample.1,N1.Sample.2,N1.Sample.3,Calculated.Mean,Standard.Deviation,Flow..l.day.,Ammonia..mg.l.,pH.Value,Modelled.Flow..l.day.,Million.Gene.Copies.Per.Person.per.Day,Analysis.Lab,X.Row.Count.,logMillion
Greater Glasgow and Clyde,Shieldhall,2021-10-29,01/11/2021,15527308,Positive,52776,50876.54,54676.27,NA,52776.4,2686.817,NA,3.07,NA,354565294.1,49.65473,SEPA - Low Volume,1,3.9050935548
Greater Glasgow and Clyde,Shieldhall,2021-11-01,02/11/2021,15529289,Positive,45926,20612.02,71240.62,NA,45926.32,35799.83,NA,4.75,NA,304265237.6,37.0799,SEPA - Low Volume,1,3.6130750609
Greater Glasgow and Clyde,Shieldhall,2021-11-03,04/11/2021,15538508,Positive,61548,42916.63,80179.44,NA,61548.03,26348.79,NA,10.88,NA,227554772.8,37.16419,SEPA - Low Volume,1,3.6153457297
Greater Glasgow and Clyde,Shieldhall,2021-11-04,08/11/2021,15541291,Positive,96012,96450.01,95575.86,NA,96012.93,618.1139,NA,14.67,NA,204921417.3,52.20855,SEPA - Low Volume,1,3.9552463296
Greater Glasgow and Clyde,Shieldhall,2021-11-05,08/11/2021,15543623,Positive,85008,69930.78,100086.2,NA,85008.5,21323.11,NA,14.59,NA,205314577.5,46.31341,SEPA - Low Volume,1,3.8354314545
Greater Glasgow and Clyde,Shieldhall,2021-11-08,09/11/2021,15553472,Positive,136551,120760.2,152343.3,NA,136551.8,22332.58,NA,11.18,NA,225395492.6,81.67086,SEPA - Low Volume,1,4.4026972593
Greater Glasgow and Clyde,Shieldhall,2021-11-09,10/11/2021,15557809,Positive,83872,73996.68,93747.57,NA,83872.13,13965.99,NA,11.58,NA,222635207.3,49.54913,SEPA - Low Volume,1,3.9029647779
Greater Glasgow and Clyde,Shieldhall,2021-11-10,11/11/2021,15564661,Positive,62196,70602.31,53790.86,NA,62196.59,11887.49,NA,11.55,NA,222837735.9,36.7773,SEPA - Low Volume,1,3.6048808324
Greater Glasgow and Clyde,Shieldhall,2021-11-12,15/11/2021,15566760,Positive,59391,43621,75162,NA,59391.5,22302.85,NA,13.81,NA,209307062.4,32.98623,SEPA - Low Volume,1,3.4960903389
Greater Glasgow and Clyde,Shieldhall,2021-11-15,16/11/2021,15576289,Positive,104094,83231.34,124958.3,NA,104094.8,29505.39,NA,11.33,NA,224344976.7,61.96835,SEPA - Low Volume,1,4.1266238417
Greater Glasgow and Clyde,Shieldhall,2021-11-16,17/11/2021,15584829,Positive,152351,127974,176729,NA,152351.5,34474.99,NA,13.04,NA,213558862.5,86.3354,SEPA - Low Volume,1,4.4582396968
Greater Glasgow and Clyde,Shieldhall,2021-11-17,18/11/2021,15587315,Positive,64804,59250.14,70358.6,NA,64804.37,7854.867,NA,10.86,NA,227701579.5,39.15569,SEPA - Low Volume,1,3.6675457666
Greater Glasgow and Clyde,Shieldhall,2021-11-18,19/11/2021,15589720,Positive,67170,64520.96,69819.94,NA,67170.45,3746.944,NA,14.57,NA,205413322.7,36.61267,SEPA - Low Volume,1,3.6003944181
Greater Glasgow and Clyde,Shieldhall,2021-11-22,24/11/2021,15600584,Positive,142242,155022,129462.8,NA,142242.4,18073.1,NA,13.2,NA,212647900.1,80.2629,SEPA - Low Volume,1,4.3853074854
Greater Glasgow and Clyde,Shieldhall,2021-11-23,25/11/2021,15604287,Positive,113822,121094.4,106550.2,NA,113822.3,10284.31,NA,17.31,NA,193373150.3,58.40472,SEPA - Low Volume,1,4.0673967873
Greater Glasgow and Clyde,Shieldhall,2021-11-24,26/11/2021,15608840,Positive,111243,118109.7,104377.6,NA,111243.7,9710.078,NA,16.68,NA,195902503.6,57.82822,SEPA - Low Volume,1,4.0574769253
Greater Glasgow and Clyde,Shieldhall,2021-11-29,06/12/2021,15635720,Positive,204418,192433,216403.8,NA,204418.4,16949.93,NA,15.76,NA,199837445.1,108.398,SEPA - Low Volume,1,4.6858100834
Greater Glasgow and Clyde,Shieldhall,2021-11-30,06/12/2021,15622840,Positive,136546,152083.7,121008.8,NA,136546.3,21973.28,NA,19.23,NA,186373175.3,67.52862,SEPA - Low Volume,1,4.2125515195
Greater Glasgow and Clyde,Shieldhall,2021-12-01,06/12/2021,15630300,Positive,113596,134438.4,92754.57,NA,113596.5,29474.93,NA,10.29,NA,232045632.2,69.946,SEPA - Low Volume,1,4.2477235279
Greater Glasgow and Clyde,Shieldhall,2021-12-06,07/12/2021,15645597,Positive,69970,79698,60243,NA,69970.5,13756.76,NA,10.83,NA,227922475.4,42.31815,SEPA - Low Volume,1,3.7452161242
Greater Glasgow and Clyde,Shieldhall,2021-12-07,09/12/2021,15656331,Positive,15829,12569.55,19089.85,NA,15829.7,4610.548,NA,5.13,NA,296166865.1,12.44038,SEPA - Low Volume,1,2.5209479298
Greater Glasgow and Clyde,Shieldhall,2021-12-08,10/12/2021,15660385,Positive,54255,53979.51,54531.06,NA,54255.28,390.0079,NA,5.54,NA,288291336,41.50479,SEPA - Low Volume,1,3.7258087761
Greater Glasgow and Clyde,Shieldhall,2021-12-10,13/12/2021,15662811,Positive,119859,114557.7,125161.2,NA,119859.5,7497.805,NA,9.38,NA,239700480.9,76.23702,SEPA - Low Volume,1,4.333847124
Greater Glasgow and Clyde,Shieldhall,2021-12-13,14/12/2021,15674564,Positive,91486,105511,77461.35,NA,91486.15,19834.06,NA,8.19,NA,251374649.2,61.0241,SEPA - Low Volume,1,4.1112689293
Greater Glasgow and Clyde,Shieldhall,2021-12-14,15/12/2021,15678786,Positive,154007,112371.9,195642.1,NA,154007,58880.89,NA,12.36,NA,217605820.1,88.9274,SEPA - Low Volume,1,4.487820298
Greater Glasgow and Clyde,Shieldhall,2021-12-16,17/12/2021,15681650,Positive,142548,186903.9,98193.88,NA,142548.9,62727.44,NA,11.52,NA,223040976.2,84.36708,SEPA - Low Volume,1,4.4351772659
Greater Glasgow and Clyde,Shieldhall,2021-12-17,20/12/2021,15683714,Positive,157541,139619.5,175464,NA,157541.8,25345.87,NA,12.55,NA,216445314.1,90.48332,SEPA - Low Volume,1,4.5051654949
Greater Glasgow and Clyde,Shieldhall,2021-12-20,21/12/2021,15688393,Positive,379046,325054.8,433038.7,NA,379046.8,76356.15,NA,14.03,NA,208150702.2,209.3607,SEPA - Low Volume,1,5.3440588069
Greater Glasgow and Clyde,Shieldhall,2021-12-29,30/12/2021,15703787,Positive,620629,637157.4,604101.5,NA,620629.5,23374.06,NA,14.86,NA,203999156.7,335.9583,SEPA - Low Volume,1,5.8169869244
Greater Glasgow and Clyde,Shieldhall,2022-01-05,06/01/2022,15757743,Positive,40864,51370.67,30358.43,NA,40864.55,14857.89,NA,4.16,NA,318744490.1,34.5632,SEPA - Low Volume,1,3.5427895722
Greater Glasgow and Clyde,Shieldhall,2022-01-06,07/01/2022,15760495,Positive,48947,59093.66,38801.76,NA,48947.71,14348.54,NA,4.24,NA,316623363,41.12443,SEPA - Low Volume,1,3.7166023568
Greater Glasgow and Clyde,Shieldhall,2022-01-07,10/01/2022,15762949,Positive,56189,41267.4,71111.8,NA,56189.6,21103.18,NA,4.39,NA,312788296.9,46.63704,SEPA - Low Volume,1,3.8423950805
Greater Glasgow and Clyde,Shieldhall,2022-01-10,11/01/2022,15766123,Positive,49796,45244.62,54348.39,NA,49796.51,6437.34,NA,4.78,NA,303594500.7,40.11597,SEPA - Low Volume,1,3.6917745854
Greater Glasgow and Clyde,Shieldhall,2022-01-11,12/01/2022,15768245,Positive,47249,49123.59,45375.99,NA,47249.79,2649.956,NA,8.64,NA,246705500.7,30.93166,SEPA - Low Volume,1,3.4317804147
Greater Glasgow and Clyde,Shieldhall,2022-01-12,13/01/2022,15770114,Positive,57440,56429.55,58451.57,NA,57440.56,1429.787,NA,8.93,NA,243867037.2,37.17032,SEPA - Low Volume,1,3.615510678
Greater Glasgow and Clyde,Shieldhall,2022-01-13,14/01/2022,NA,Positive,154625,157497.7,151754.3,NA,154626,4061.161,NA,NA,NA,NA,99.54556,SEPA - Low Volume,1,4.6006154582
(Empty),Shieldhall - Barrhead,2021-03-29,30/03/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,9.55,NA,17275121.9,NA,SEPA,1,NA
(Empty),Shieldhall - Barrhead,2021-03-30,31/03/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,12.36,NA,14891216.8,NA,SEPA,1,NA
(Empty),Shieldhall - Barrhead,2021-03-30,01/04/2021,NA,Positive (DNQ),3494,4570.91,2418.911,NA,3494.91,1521.693,NA,12.36,NA,14891216.8,2.653789,SEPA,1,0.9759886155
(Empty),Shieldhall - Barrhead,2021-03-31,01/04/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,65.46,NA,5703257.8,NA,SEPA,1,NA
(Empty),Shieldhall - Barrhead,2021-04-01,06/04/2021,NA,Positive (DNQ),2932,2932.934,NA,NA,2932.934,NA,NA,21.12,NA,10938832,1.635963,SEPA,1,0.4922317529
(Empty),Shieldhall - Barrhead,2021-04-02,07/04/2021,NA,Positive,32249,32249.66,NA,NA,32249.66,NA,NA,29.27,NA,9065104.5,14.90727,SEPA,1,2.7018493242
(Empty),Shieldhall - Barrhead,2021-04-07,08/04/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,46.2,NA,6970295.5,NA,SEPA,1,NA
(Empty),Shieldhall - Barrhead,2021-04-09,13/04/2021,NA,Positive (DNQ),3323,2319.39,4326.953,NA,3323.172,1419.561,NA,82.69,NA,4985390.9,0.8447968,SEPA,1,-0.1686592056
(Empty),Shieldhall - Barrhead,2021-04-13,14/04/2021,NA,Positive (DNQ),3472,4886.785,2058.498,NA,3472.641,1999.901,NA,54.65,NA,6327795.2,1.120502,SEPA,1,0.1137767138
(Empty),Shieldhall - Barrhead,2021-04-15,16/04/2021,NA,Positive,11756,8721.969,14791.71,NA,11756.84,4291.952,NA,94.48,NA,4617126.2,2.767977,SEPA,1,1.0181168683
(Empty),Shieldhall - Barrhead,2021-05-04,06/05/2021,NA,Positive,19089,11529.69,26648.41,NA,19089.05,10690.55,NA,19.43,NA,11476902.4,11.17144,SEPA,1,2.4133608023
(Empty),Shieldhall - Barrhead,2021-05-06,07/05/2021,NA,Positive,14965,12796.88,17134.6,NA,14965.74,3067.231,NA,38.2,NA,7776685.4,5.93462,SEPA,1,1.7808030436
(Empty),Shieldhall - Barrhead,2021-05-12,13/05/2021,NA,Positive (DNQ),7017,5902.782,8131.779,NA,7017.28,1576.139,NA,5.5,NA,23735068,8.492969,SEPA,1,2.1392386824
(Empty),Shieldhall - Barrhead,2021-05-14,17/05/2021,NA,Positive (DNQ),5012,6015.826,4008.301,NA,5012.063,1419.535,NA,22.46,NA,10558196.2,2.698401,SEPA,1,0.9926595059
(Empty),Shieldhall - Barrhead,2021-05-18,19/05/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,88.92,NA,4781199.2,NA,SEPA,1,NA
(Empty),Shieldhall - Barrhead,2021-05-20,21/05/2021,NA,Positive (DNQ),4310,5723.567,2897.209,NA,4310.388,1998.537,NA,38.47,NA,7745214.7,1.702355,SEPA,1,0.5320124939
(Empty),Shieldhall - Barrhead,2021-05-25,26/05/2021,NA,Positive,57289,55219.69,59358.4,NA,57289.05,2926.506,NA,61.6,NA,5906356.8,17.25407,SEPA,1,2.8480479971
(Empty),Shieldhall - Barrhead,2021-05-27,28/05/2021,NA,Positive (DNQ),8693,7028.407,10358.1,NA,8693.254,2354.449,NA,46.32,NA,6959893.4,3.085213,SEPA,1,1.12662082
(Empty),Shieldhall - Barrhead,2021-06-01,02/06/2021,NA,Positive,35776,35776.5,NA,NA,35776.5,NA,NA,124.7,NA,3935323.8,7.179242,SEPA,1,1.9711938338
(Empty),Shieldhall - Barrhead,2021-06-03,04/06/2021,NA,Positive (DNQ),9311.226,9311.226,NA,NA,9311.226,NA,NA,76.69,NA,5206356.9,2.471958,SEPA,1,0.9050105055
(Empty),Shieldhall - Barrhead,2021-06-08,09/06/2021,NA,Positive,50051,50051.41,NA,NA,50051.41,NA,NA,47.54,NA,6856495.3,17.49922,SEPA,1,2.862156374
(Empty),Shieldhall - Barrhead,2021-06-10,11/06/2021,NA,Positive (DNQ),9606.941,10473.21,8740.67,NA,9606.941,1225.092,NA,48.71,NA,6761188.3,3.312138,SEPA,1,1.1975939023
(Empty),Shieldhall - Barrhead,2021-06-14,15/06/2021,NA,Positive (DNQ),3342.934,3115.223,3570.645,NA,3342.934,322.0316,NA,37.3,NA,7884170.2,1.343953,SEPA,1,0.2956152175
(Empty),Shieldhall - Barrhead,2021-06-17,18/06/2021,NA,Positive (DNQ),2126.934,2126.934,NA,NA,2126.934,NA,NA,126.31,NA,3906365.6,0.4236695,SEPA,1,-0.8588017209
(Empty),Shieldhall - Barrhead,2021-06-21,22/06/2021,NA,Positive,33558,26997.68,40119.35,NA,33558.51,9278.426,NA,109,NA,4252324.1,7.276614,SEPA,1,1.9846656363
(Empty),Shieldhall - Barrhead,2021-06-24,25/06/2021,NA,Positive,239147,249091.2,229203.7,NA,239147.4,14062.58,NA,121.59,NA,3992964.7,48.69243,SEPA,1,3.8855234875
(Empty),Shieldhall - Barrhead,2021-06-28,29/06/2021,NA,Positive,127431,122968.1,131894.6,NA,127431.4,6311.966,NA,48.53,NA,6775615,44.02764,SEPA,1,3.7848175122
(Empty),Shieldhall - Barrhead,2021-07-01,02/07/2021,NA,Positive,336462,397800.6,275123.7,NA,336462.1,86745.66,NA,60.69,NA,5957183.5,102.2062,SEPA,1,4.6269928216
(Empty),Shieldhall - Barrhead,2021-07-05,06/07/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,4.08,NA,28188026.7,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Barrhead,2021-07-08,09/07/2021,NA,Positive,45383,48481.4,42285.14,NA,45383.27,4381.419,NA,88.04,NA,4808655.6,11.12807,SEPA - Low Volume,1,2.4094704966
(Empty),Shieldhall - Barrhead,2021-07-12,13/07/2021,NA,Positive,219429,208962.7,229897.1,NA,219429.9,14802.83,NA,42.84,NA,7279993.1,81.45673,SEPA - Low Volume,1,4.4000720178
(Empty),Shieldhall - Barrhead,2021-07-19,20/07/2021,NA,Positive,239743,272691.3,206794.9,NA,239743.1,46595.82,NA,47.32,NA,6874830.1,84.04432,SEPA - Low Volume,1,4.4313443172
(Empty),Shieldhall - Barrhead,2021-07-28,29/07/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,154.4,NA,3479872.7,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Barrhead,2021-07-30,02/08/2021,NA,Positive,65296,65296.9,NA,NA,65296.9,NA,NA,NA,NA,NA,30.59759,SEPA - Low Volume,1,3.4209212572
(Empty),Shieldhall - Barrhead,2021-08-03,04/08/2021,NA,Positive,47496,48560.81,46432.89,NA,47496.85,1504.669,NA,58.53,NA,6082781.8,14.73219,SEPA - Low Volume,1,2.690034871
(Empty),Shieldhall - Barrhead,2021-08-05,06/08/2021,NA,Positive,47382,47854.27,46911.48,NA,47382.87,666.6518,NA,49.03,NA,6735747.2,16.27449,SEPA - Low Volume,1,2.7895989544
(Empty),Shieldhall - Barrhead,2021-08-10,11/08/2021,NA,Positive,120168,108448,131889,NA,120168.5,16575.29,NA,38.78,NA,7709508.2,47.24084,SEPA - Low Volume,1,3.8552586853
(Empty),Shieldhall - Barrhead,2021-08-12,13/08/2021,NA,Positive,918084,922829.8,913339.2,NA,918084.5,6710.843,NA,37.71,NA,7834703.7,366.7799,SEPA - Low Volume,1,5.9047618268
(Empty),Shieldhall - Barrhead,2021-08-17,18/08/2021,NA,Positive,21631,25582.41,17680.56,NA,21631.48,5587.452,NA,45.63,NA,7020293.5,7.74358,SEPA - Low Volume,1,2.0468641103
(Empty),Shieldhall - Barrhead,2021-08-19,20/08/2021,NA,Positive,221366,216849.1,225884,NA,221366.5,6388.648,NA,50.96,NA,6587674.6,74.36085,SEPA - Low Volume,1,4.3089295723
(Empty),Shieldhall - Barrhead,2021-08-24,25/08/2021,NA,Positive,216010,219754.8,212265.9,NA,216010.4,5295.439,NA,50.33,NA,6635024.6,73.08318,SEPA - Low Volume,1,4.2915982029
(Empty),Shieldhall - Barrhead,2021-08-26,30/08/2021,NA,Positive,625951,697518.1,554385.7,NA,625951.9,101209.9,NA,56.56,NA,6203873,198.0177,SEPA - Low Volume,1,5.2883566388
(Empty),Shieldhall - Barrhead,2021-08-31,01/09/2021,NA,Positive,306759,313759.9,299760,NA,306759.9,9899.431,NA,58.12,NA,6107449.8,95.53418,SEPA - Low Volume,1,4.5594840573
(Empty),Shieldhall - Barrhead,2021-09-03,06/09/2021,NA,Positive,713180,724145.7,702214.3,NA,713180,15507.84,NA,60.18,NA,5986197.2,217.696,SEPA - Low Volume,1,5.3830995963
(Empty),Shieldhall - Barrhead,2021-09-09,10/09/2021,NA,Positive,227920,231093.3,224746.7,NA,227920,4487.771,NA,21.66,NA,10780981.3,125.2971,SEPA - Low Volume,1,4.8306876445
(Empty),Shieldhall - Barrhead,2021-09-13,14/09/2021,NA,Positive,564946,605520.9,524371.2,NA,564946.1,57381.46,NA,56.07,NA,6235029.5,179.6163,SEPA - Low Volume,1,5.1908229376
(Empty),Shieldhall - Barrhead,2021-09-20,21/09/2021,NA,Positive,85436,98717.94,72154.25,NA,85436.1,18783.37,NA,54.07,NA,6366786,27.73715,SEPA - Low Volume,1,3.3227728313
(Empty),Shieldhall - Barrhead,2021-09-29,30/09/2021,NA,Positive,151368,159658.4,143077.6,NA,151368,11724.42,NA,39.19,NA,7662968.3,59.14682,SEPA - Low Volume,1,4.0800228595
(Empty),Shieldhall - Barrhead,2021-10-04,05/10/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,38.4,NA,7753340.3,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Barrhead,2021-10-19,20/10/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,48.68,NA,6763586.9,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Barrhead,2021-10-26,28/10/2021,NA,Positive,143518,143463.8,143573.7,NA,143518.8,77.70172,NA,6.5,NA,21558600.9,157.7719,SEPA - Low Volume,1,5.0611500748
(Empty),Shieldhall - Barrhead,2021-10-28,29/10/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,2.7,NA,35751293.6,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Barrhead,2021-11-02,04/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,58.36,NA,6092976.9,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Barrhead,2021-11-04,08/11/2021,NA,Positive,209947,235925.3,183969.4,NA,209947.4,36738.37,NA,29.91,NA,8952916.7,95.84629,SEPA - Low Volume,1,4.5627457363
(Empty),Shieldhall - Barrhead,2021-11-09,11/11/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,60.66,NA,5958879.5,NA,SEPA - Low Volume,1,NA
(Empty),Shieldhall - Barrhead,2021-11-11,12/11/2021,NA,Positive,982444,1212299,752589.7,NA,982444.2,325063.3,NA,32.63,NA,8515328.5,426.5889,SEPA - Low Volume,1,6.055820804
(Empty),Shieldhall - Barrhead,2021-11-16,17/11/2021,NA,Positive,59723,77369,42077,NA,59723,24955.21,NA,62.79,NA,5841649,17.79006,SEPA - Low Volume,1,2.8786396881
(Empty),Shieldhall - Barrhead,2021-11-18,19/11/2021,NA,Positive,266463,224457.8,308469.9,NA,266463.9,59405.54,NA,33.74,NA,8352897.2,113.4947,SEPA - Low Volume,1,4.7317565427
(Empty),Shieldhall - Barrhead,2021-11-23,25/11/2021,NA,Positive,148069,167329.5,128809,NA,148069.2,27238.04,NA,37.18,NA,7898810.6,59.63852,SEPA - Low Volume,1,4.0883016063
(Empty),Shieldhall - Barrhead,2021-11-25,26/11/2021,NA,Positive,517442,463704.5,571180.8,NA,517442.6,75997.28,NA,29.44,NA,9034930.1,238.3896,SEPA - Low Volume,1,5.4739062413
(Empty),Shieldhall - Barrhead,2021-12-07,08/12/2021,NA,Positive,246063,254876,237251.4,NA,246063.7,12462.46,NA,13.89,NA,13923544.2,174.7019,SEPA - Low Volume,1,5.1630809932
(Empty),Shieldhall - Barrhead,2021-12-14,15/12/2021,NA,Positive,510928,493029.7,528826.4,NA,510928.1,25312.07,NA,29.23,NA,9072244.5,236.3604,SEPA - Low Volume,1,5.4653578843
(Empty),Shieldhall - Barrhead,2021-12-16,17/12/2021,NA,Positive,199566,169829.6,229304,NA,199566.8,42054.76,NA,21.15,NA,10929896.2,111.2256,SEPA - Low Volume,1,4.71156038
(Empty),Shieldhall - Barrhead,2022-01-05,06/01/2022,NA,Positive,251915,260027.5,243804.2,NA,251915.9,11471.61,NA,17.88,NA,12039591.2,154.6563,SEPA - Low Volume,1,5.0412051411
(Empty),Shieldhall - Barrhead,2022-01-07,10/01/2022,NA,Positive,43007,50610.2,35404.51,NA,43007.36,10752.05,NA,4.7,NA,25983214.9,56.98176,SEPA - Low Volume,1,4.0427312715
(Empty),Shieldhall - Barrhead,2022-01-10,11/01/2022,NA,Positive,228074,220617.2,235532.3,NA,228074.8,10546.61,NA,13.45,NA,14183994.1,164.959,SEPA - Low Volume,1,5.1056969996
(Empty),Shieldhall - Barrhead,2022-01-12,13/01/2022,NA,Positive,25728,20125.33,31331.61,NA,25728.47,7924.035,NA,NA,NA,NA,12.05615,SEPA - Low Volume,1,2.4895746826
(Empty),Shieldhall - Gorbals,2021-03-29,30/03/2021,NA,Positive,13972,14879.72,13065.14,NA,13972.43,1283.102,NA,5.95,NA,32736055.5,15.44599,SEPA,1,2.7373496606
(Empty),Shieldhall - Gorbals,2021-03-30,31/03/2021,NA,Positive (DNQ),3888,2713.125,5063.241,NA,3888.183,1661.783,NA,11.72,NA,22157667.5,2.909299,SEPA,1,1.0679120159
(Empty),Shieldhall - Gorbals,2021-03-31,01/04/2021,NA,Positive (DNQ),3624,5063.331,2185.109,NA,3624.22,2035.21,NA,12.95,NA,20920423.7,2.560369,SEPA,1,0.9401514467
(Empty),Shieldhall - Gorbals,2021-04-01,06/04/2021,NA,Weak Positive,1331,1730.551,932.5298,NA,1331.54,564.2863,NA,13.72,NA,20236181.2,0.9099144,SEPA,1,-0.0944047859
(Empty),Shieldhall - Gorbals,2021-04-02,07/04/2021,NA,Positive (DNQ),3252,4201.762,2303.758,NA,3252.76,1342.092,NA,15.39,NA,18941236.9,2.080549,SEPA,1,0.7326317805
(Empty),Shieldhall - Gorbals,2021-04-07,08/04/2021,NA,Positive (DNQ),4326,2866.47,5786.022,NA,4326.246,2064.435,NA,15.63,NA,18773238.4,2.742635,SEPA,1,1.0089190306
(Empty),Shieldhall - Gorbals,2021-04-09,13/04/2021,NA,Positive,22775,25596.54,19955.35,NA,22775.95,3988.923,NA,15.09,NA,19157132.7,14.73413,SEPA,1,2.6901667029
(Empty),Shieldhall - Gorbals,2021-04-13,14/04/2021,NA,Positive,42156,43784.76,40528.94,NA,42156.85,2302.209,NA,17.83,NA,17402497.9,24.77407,SEPA,1,3.2097974431
(Empty),Shieldhall - Gorbals,2021-04-15,16/04/2021,NA,Positive (DNQ),2631,1882.768,3381.189,NA,2631.978,1059.543,NA,16.41,NA,18254193.2,1.622417,SEPA,1,0.4839171088
(Empty),Shieldhall - Gorbals,2021-05-04,06/05/2021,NA,Positive (DNQ),2961,2770.79,3151.484,NA,2961.137,269.1915,NA,10.5,NA,23605251.2,2.360395,SEPA,1,0.8588291138
(Empty),Shieldhall - Gorbals,2021-05-06,07/05/2021,NA,Positive,11497,11128.04,11866.6,NA,11497.32,522.2454,NA,16.88,NA,17959817.5,6.972942,SEPA,1,1.9420372761
(Empty),Shieldhall - Gorbals,2021-05-12,13/05/2021,NA,Positive,18172,22216.55,14127.53,NA,18172.04,5719.796,NA,10.65,NA,23413262,14.36757,SEPA,1,2.6649733124
(Empty),Shieldhall - Gorbals,2021-05-14,17/05/2021,NA,Positive,107403,119900.1,94907.04,NA,107403.6,17672.76,NA,29.98,NA,12902673.5,46.79679,SEPA,1,3.8458145506
(Empty),Shieldhall - Gorbals,2021-05-18,19/05/2021,NA,Positive,132095,139169.6,125021.8,NA,132095.7,10004,NA,17.36,NA,17672217.2,78.83107,SEPA,1,4.3673072281
(Empty),Shieldhall - Gorbals,2021-05-20,21/05/2021,NA,Positive,259723,250027.6,269420.1,NA,259723.9,13712.52,NA,21.04,NA,15820475.1,138.7551,SEPA,1,4.9327105296
(Empty),Shieldhall - Gorbals,2021-05-25,26/05/2021,NA,Positive,248050,284312.7,211788,NA,248050.4,51282.71,NA,18.5,NA,17036803.1,142.7071,SEPA,1,4.9607942057
(Empty),Shieldhall - Gorbals,2021-05-27,28/05/2021,NA,Positive,54857,54235.62,55478.56,NA,54857.09,878.8941,NA,20.83,NA,15912106.9,29.47664,SEPA,1,3.3835982123
(Empty),Shieldhall - Gorbals,2021-06-01,02/06/2021,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,20.27,NA,16163738.1,NA,SEPA,1,NA
(Empty),Shieldhall - Gorbals,2021-06-03,04/06/2021,NA,Positive,18303,18124.29,18482.73,NA,18303.51,253.4521,NA,20.06,NA,16260943.7,10.05073,SEPA,1,2.3076453969
(Empty),Shieldhall - Gorbals,2021-06-08,09/06/2021,NA,Positive,27507,23606.37,31407.89,NA,27507.13,5516.507,NA,22.24,NA,15323241,14.23356,SEPA,1,2.6556026175
(Empty),Shieldhall - Gorbals,2021-06-10,11/06/2021,NA,Positive,178552,162796.3,194309.3,NA,178552.8,22283.05,NA,28.94,NA,13167626.5,79.39474,SEPA,1,4.3744321268
(Empty),Shieldhall - Gorbals,2021-06-14,15/06/2021,NA,Positive (DNQ),6039.141,5056.82,7021.462,NA,6039.141,1389.212,NA,5.12,NA,35693676.9,7.279207,SEPA,1,1.9850219227
(Empty),Shieldhall - Gorbals,2021-06-17,18/06/2021,NA,Positive,25917,19667.15,32167.35,NA,25917.25,8838.974,NA,20.86,NA,15898927.7,13.91471,SEPA,1,2.6329468767
(Empty),Shieldhall - Gorbals,2021-06-21,22/06/2021,NA,Positive,35632,33199.18,38066.62,NA,35632.9,3441.805,NA,25.55,NA,14146829.4,17.02268,SEPA,1,2.8345464404
(Empty),Shieldhall - Gorbals,2021-06-24,25/06/2021,NA,Positive,120433,121665,119202.5,NA,120433.8,1741.211,NA,23.05,NA,15010872.6,61.04805,SEPA,1,4.111661235
(Empty),Shieldhall - Gorbals,2021-06-28,29/06/2021,NA,Positive,73467,77497.83,69437.84,NA,73467.83,5699.28,NA,19.89,NA,16340816.2,40.54045,SEPA,1,3.7023002673
(Empty),Shieldhall - Gorbals,2021-07-01,02/07/2021,NA,Positive,297804,301544.2,294065.4,NA,297804.8,5288.311,NA,21.4,NA,15666698.6,157.553,SEPA,1,5.0597620257
(Empty),Shieldhall - Gorbals,2021-07-05,06/07/2021,NA,Positive,45423,44995.82,45851.98,NA,45423.9,605.3952,NA,11.52,NA,22378333,34.32652,SEPA - Low Volume,1,3.5359181488
(Empty),Shieldhall - Gorbals,2021-07-08,09/07/2021,NA,Positive,243037,236251.9,249823.2,NA,243037.6,9596.416,NA,20.2,NA,16195963,132.9223,SEPA - Low Volume,1,4.8897645241
(Empty),Shieldhall - Gorbals,2021-07-12,13/07/2021,NA,Positive,81175,92057.37,70293.62,NA,81175.5,15389.29,NA,15.36,NA,18962527.2,51.9803,SEPA - Low Volume,1,3.9508647487
