,Site,Year,Week,x
821,Stevenston,2021,06,18621.5
822,Stirling,2021,06,10545
823,Stonehouse,2021,06,4386
824,Stornoway,2021,06,NA
825,Strathaven,2021,06,1873
826,Swinstie,2021,06,NA
827,Troqueer,2021,06,25175
828,Whitburn,2021,06,487578
829,Winchburgh,2021,06,16477
830,Allanfearn,2022,06,139249.5
831,Allers,2022,06,204570
832,Alloa,2022,06,229783
833,Alva,2022,06,183432
834,Annan,2022,06,52261
835,Ardoch,2022,06,99633
836,Armadale,2022,06,421605
837,Aviemore,2022,06,143058
838,Banff,2022,06,55136
839,Bathgate,2022,06,80217
840,Blackburn,2022,06,57506
841,Blackridge,2022,06,68581
842,Blackwood,2022,06,219183
843,Boness,2022,06,100631
844,Bothwellbank,2022,06,112338
845,Bowhouse,2022,06,144843
846,Buckie,2022,06,224849
847,Carbarns,2022,06,218277
848,Coldstream,2022,06,22183
849,Cupar,2022,06,164181.5
850,Dalbeattie,2022,06,115261
851,Daldowie,2022,06,159509.5
852,Dalmarnock,2022,06,12533
853,Dalmuir,2022,06,79738.6666666667
854,Denny,2022,06,28237
855,Dunbar,2022,06,77798
856,Dunblane,2022,06,97138
857,Dunfermline,2022,06,270376
858,Dunnswood,2022,06,248418
859,Dunoon,2022,06,9880
860,Duns,2022,06,108078
861,East Calder,2022,06,184245
862,Erskine,2022,06,34536
863,Eyemouth,2022,06,64514.5
864,Falkirk,2022,06,77785.5
865,Fauldhouse,2022,06,215520
866,Forres,2022,06,91474
867,Fort William,2022,06,NA
868,Fraserburgh,2022,06,212677.5
869,Galashiels,2022,06,161610
870,Girvan,2022,06,24454
871,Guardbridge,2022,06,51265
872,Haddington,2022,06,251809
873,Hamilton,2022,06,147315
874,Hatton,2022,06,221581.333333333
875,Hatton - Fintry East,2022,06,NA
876,Hatton - Fintry West,2022,06,325412
877,Hawick,2022,06,149677
878,Helensburgh,2022,06,122199.5
879,Inverclyde,2022,06,45366.5
880,Ironmill Bay,2022,06,37794
881,Kelso,2022,06,93943
882,Kinneil,2022,06,64082
883,Kirkcaldy,2022,06,156437.5
884,Kirkwall,2022,06,81113
885,Lanark,2022,06,67423
886,Langholm,2022,06,97396
887,Lerwick,2022,06,45248.5
888,Lesmahagow,2022,06,19637
889,Levenmouth,2022,06,156453
890,Linlithgow,2022,06,221769
891,Loch Ryan,2022,06,9164
892,Lockerbie,2022,06,26633.5
893,Lossiemouth,2022,06,151905
894,Mauldslie,2022,06,NA
895,Maybole,2022,06,246078
896,Meadowhead,2022,06,43287.6666666667
897,Nairn,2022,06,85085
898,Newbridge,2022,06,45555
899,Newburgh,2022,06,227820
900,Newtown St Boswell,2022,06,10325
901,Nigg,2022,06,172920
902,Oban,2022,06,9001
903,Paisley,2022,06,33669.5
904,Persley,2022,06,144655
905,Perth,2022,06,172317.5
906,Philipshill,2022,06,180872
907,Seafield,2022,06,275491.333333333
908,Seafield - Craigmillar,2022,06,NA
909,Seafield - Muirhouse,2022,06,104078
910,Seafield - Restalrig,2022,06,1448156
911,Shieldhall,2022,06,48995
912,Shieldhall - Pollockshields West,2022,06,51670.5
913,Shotts,2022,06,258635
914,Skellyton,2022,06,3495
915,Springfield,2022,06,128596.5
916,Stevenston,2022,06,7333.5
917,Stirling,2022,06,47932.5
918,Stirling - University,2022,06,NA
919,Stonehouse,2022,06,5519
920,Stornoway,2022,06,14846
921,Strathaven,2022,06,101702
922,Thurso,2022,06,10294
923,Troqueer,2022,06,72044
924,Whitburn,2022,06,83581.5
925,Wick,2022,06,24160
926,Allanfearn,2021,07,40512.25
927,Allers,2021,07,60768
928,Alloa,2021,07,18428
929,Alva,2021,07,71297.5
930,Annan,2021,07,957
931,Ardoch,2021,07,17081.5
932,Armadale,2021,07,182270
933,Bathgate,2021,07,43472
934,Biggar,2021,07,760
935,Blackburn,2021,07,56749
936,Blackridge,2021,07,71844
937,Blackwood,2021,07,55129
938,Blairgowrie,2021,07,3130
939,Boness,2021,07,33645
940,Bonnybridge,2021,07,64587
941,Bothwellbank,2021,07,46224
942,Bowhouse,2021,07,882.5
943,Carbarns,2021,07,23692
944,Coldstream,2021,07,5684.5
945,Cumnock,2021,07,85619
946,Cupar,2021,07,313
947,Dalbeattie,2021,07,NA
948,Daldowie,2021,07,64724
949,Dalmarnock,2021,07,94128
950,Dalmuir,2021,07,31496.3333333333
951,Dalscone,2021,07,NA
952,Denny,2021,07,34330
953,Dunbar,2021,07,2385
954,Dunfermline,2021,07,28133
955,Duns,2021,07,6010.5
956,East Calder,2021,07,49452
957,Fairlie,2021,07,21820
958,Falkirk,2021,07,77856
959,Fauldhouse,2021,07,8097
960,Fort William,2021,07,0
961,Fraserburgh,2021,07,47533
962,Galashiels,2021,07,801
963,Girvan,2021,07,2898
964,Guardbridge,2021,07,1974.5
965,Hamilton,2021,07,50942
966,Harthill,2021,07,26544
967,Hatton,2021,07,8218.66666666667
968,Hawick,2021,07,6871
969,Helensburgh,2021,07,85921
970,Inverclyde,2021,07,8979
971,Kincardine,2021,07,63553
972,Kirkcaldy,2021,07,31453
973,Kirkwall,2021,07,126.666666666667
974,Lanark,2021,07,38818
975,Largs,2021,07,25638.5
976,Lerwick,2021,07,NA
977,Lesmahagow,2021,07,501371
978,Levenmouth,2021,07,8027
979,Linlithgow,2021,07,2708
980,Lockerbie,2021,07,0
981,Lossiemouth,2021,07,4128
982,Mauldslie,2021,07,72378
983,Maybole,2021,07,523
984,Meadowhead,2021,07,41711
985,Muirkirk,2021,07,2423.5
986,Nairn,2021,07,5226
987,Neilston,2021,07,2555
988,New Cumnock,2021,07,10246
989,Newburgh,2021,07,1992.5
990,Newport & Tayport,2021,07,3059.5
991,Newtown St Boswell,2021,07,0
992,Nigg,2021,07,11800.5
993,Paisley,2021,07,40383.5
994,Peebles,2021,07,NA
995,Penicuik,2021,07,185357
996,Perth,2021,07,23845.5
997,Peterhead,2021,07,3937.66666666667
998,Philipshill,2021,07,21906
999,Seafield,2021,07,151288
1000,Shieldhall,2021,07,40931.3333333333
1001,Shotts,2021,07,62161
1002,Skellyton,2021,07,44522
1003,Springfield,2021,07,230.5
1004,St Andrews,2021,07,0
1005,Stevenston,2021,07,40319
1006,Stirling,2021,07,7105
1007,Stonehouse,2021,07,23359
1008,Stornoway,2021,07,13291
1009,Strathaven,2021,07,2034
1010,Swinstie,2021,07,32812
1011,Tillicoultry,2021,07,220834.5
1012,Uplawmoor,2021,07,0
1013,Whitburn,2021,07,110144
1014,Winchburgh,2021,07,16512
1015,Allanfearn,2021,08,32657.25
1016,Allers,2021,08,46774
1017,Alloa,2021,08,30908.6666666667
1018,Alva,2021,08,66241
1019,Annan,2021,08,6882
1020,Ardoch,2021,08,3992
1021,Armadale,2021,08,37139.5
1022,Bathgate,2021,08,39242
1023,Biggar,2021,08,641
1024,Blackburn,2021,08,49144
1025,Blackridge,2021,08,112067.5
1026,Blackwood,2021,08,93444
1027,Blairgowrie,2021,08,8067
1028,Boness,2021,08,98199.5
1029,Bonnybridge,2021,08,46934.5
1030,Bothwellbank,2021,08,25492
1031,Bowhouse,2021,08,532
1032,Carbarns,2021,08,48323
1033,Coldstream,2021,08,38093
1034,Cumnock,2021,08,75691
1035,Cupar,2021,08,10437.5
1036,Dalbeattie,2021,08,3081
1037,Daldowie,2021,08,24883
1038,Dalmarnock,2021,08,52411
1039,Dalmuir,2021,08,36602
1040,Dalscone,2021,08,NA
1041,Denny,2021,08,21059
1042,Dunbar,2021,08,18186
1043,Dunfermline,2021,08,21250
1044,Dunnswood,2021,08,6823
1045,Duns,2021,08,2263
1046,East Calder,2021,08,45898.5
1047,Fairlie,2021,08,3481
1048,Falkirk,2021,08,48650
1049,Fauldhouse,2021,08,43970
1050,Fraserburgh,2021,08,50718.5
1051,Galashiels,2021,08,0
1052,Girvan,2021,08,1382
1053,Guardbridge,2021,08,887
1054,Hamilton,2021,08,58110
1055,Harthill,2021,08,1695
1056,Hatton,2021,08,8743.66666666667
1057,Hawick,2021,08,0
1058,Helensburgh,2021,08,56401
1059,Inverclyde,2021,08,13268
1060,Ironmill Bay,2021,08,5984.5
1061,Kincardine,2021,08,36793.5
1062,Kirkcaldy,2021,08,53203.5
1063,Kirkwall,2021,08,1160
1064,Lanark,2021,08,184799
1065,Largs,2021,08,6036
1066,Lerwick,2021,08,0
1067,Lesmahagow,2021,08,622995
1068,Levenmouth,2021,08,14925.5
1069,Linlithgow,2021,08,1309.5
1070,Lockerbie,2021,08,0
1071,Lossiemouth,2021,08,15532
1072,Mauldslie,2021,08,17976
1073,Maybole,2021,08,0
1074,Meadowhead,2021,08,18664
1075,Muirkirk,2021,08,2898.5
1076,Nairn,2021,08,2871
1077,Neilston,2021,08,1835
1078,New Cumnock,2021,08,33908
1079,Newburgh,2021,08,17600
1080,Newport & Tayport,2021,08,12365.5
1081,Newtown St Boswell,2021,08,6561
1082,Nigg,2021,08,11118.5
1083,Paisley,2021,08,24964
1084,Peebles,2021,08,2184
1085,Penicuik,2021,08,1973
1086,Perth,2021,08,27747.5
1087,Peterhead,2021,08,3013.33333333333
1088,Philipshill,2021,08,11823
1089,Seafield,2021,08,28603
1090,Shieldhall,2021,08,29926.3333333333
1091,Shotts,2021,08,46156
1092,Skellyton,2021,08,5816
1093,Springfield,2021,08,1755.5
1094,St Andrews,2021,08,26913
1095,Stevenston,2021,08,26262.5
1096,Stirling,2021,08,NA
1097,Stonehouse,2021,08,11655
1098,Stornoway,2021,08,NA
1099,Strathaven,2021,08,77464
1100,Swinstie,2021,08,7581
1101,Tillicoultry,2021,08,25483.5
1102,Troqueer,2021,08,2558
1103,Uplawmoor,2021,08,1524
1104,Whitburn,2021,08,50931
1105,Winchburgh,2021,08,49506
1106,Allanfearn,2021,09,10975
1107,Allers,2021,09,15091
1108,Alloa,2021,09,17336.6666666667
1109,Alva,2021,09,14773
1110,Annan,2021,09,0
1111,Ardoch,2021,09,4363.5
1112,Armadale,2021,09,13485
1113,Bathgate,2021,09,44143
1114,Biggar,2021,09,1513
1115,Blackburn,2021,09,13662.5
1116,Blackridge,2021,09,9671
1117,Blackwood,2021,09,4736
1118,Blairgowrie,2021,09,2614
1119,Boness,2021,09,2680.5
1120,Bonnybridge,2021,09,71198
1121,Bothwellbank,2021,09,24338
1122,Bowhouse,2021,09,2724
1123,Carbarns,2021,09,21873
1124,Coldstream,2021,09,53298
1125,Cumnock,2021,09,42624
1126,Cupar,2021,09,8011
1127,Dalbeattie,2021,09,40128
1128,Daldowie,2021,09,68140
1129,Dalmarnock,2021,09,72450
1130,Dalmuir,2021,09,18261
1131,Dalscone,2021,09,1225
1132,Denny,2021,09,28957
1133,Dunbar,2021,09,49375
1134,Dunfermline,2021,09,35191
1135,Dunnswood,2021,09,69506
1136,Duns,2021,09,824.5
1137,East Calder,2021,09,25362
1138,Fairlie,2021,09,1269
1139,Falkirk,2021,09,6831
1140,Fauldhouse,2021,09,107888.5
1141,Fort William,2021,09,13117.5
1142,Fraserburgh,2021,09,62736.6666666667
1143,Galashiels,2021,09,926
1144,Girvan,2021,09,0
1145,Guardbridge,2021,09,11648
1146,Hamilton,2021,09,16405
1147,Harthill,2021,09,46298
1148,Hatton,2021,09,15140
1149,Hawick,2021,09,354
1150,Helensburgh,2021,09,44852
1151,Inverclyde,2021,09,16407
1152,Ironmill Bay,2021,09,20971
1153,Kincardine,2021,09,11937
1154,Kirkcaldy,2021,09,18226
1155,Kirkwall,2021,09,252.666666666667
1156,Lanark,2021,09,64385
1157,Largs,2021,09,34466.5
1158,Lerwick,2021,09,0
1159,Lesmahagow,2021,09,50697
1160,Levenmouth,2021,09,11451
1161,Linlithgow,2021,09,649
1162,Lockerbie,2021,09,0
1163,Lossiemouth,2021,09,4947
1164,Mauldslie,2021,09,35917
1165,Maybole,2021,09,440
1166,Meadowhead,2021,09,20661.3333333333
1167,Muirkirk,2021,09,7551
1168,Nairn,2021,09,437
1169,Neilston,2021,09,3412
1170,New Cumnock,2021,09,28861
1171,Newburgh,2021,09,4584
1172,Newport & Tayport,2021,09,3857
1173,Newtown St Boswell,2021,09,3492
1174,Nigg,2021,09,6402
1175,Paisley,2021,09,40102
1176,Peebles,2021,09,464
1177,Penicuik,2021,09,20328
1178,Perth,2021,09,6915.5
1179,Peterhead,2021,09,489
1180,Philipshill,2021,09,23927
1181,Seafield,2021,09,27966.3333333333
1182,Shieldhall,2021,09,57308.3333333333
1183,Shotts,2021,09,17567
1184,Skellyton,2021,09,195654
1185,Springfield,2021,09,1528.5
1186,St Andrews,2021,09,3501.5
1187,Stevenston,2021,09,13821
1188,Stirling,2021,09,8006
1189,Stonehouse,2021,09,3653
1190,Stornoway,2021,09,1071
1191,Strathaven,2021,09,38833
1192,Swinstie,2021,09,16555
1193,Tillicoultry,2021,09,22291.5
1194,Troqueer,2021,09,4227
1195,Uplawmoor,2021,09,267.5
1196,Whitburn,2021,09,83808.5
1197,Winchburgh,2021,09,4963
1198,Allanfearn,2021,10,37300.25
1199,Allers,2021,10,2164
1200,Alloa,2021,10,31512.6666666667
1201,Alva,2021,10,23393.5
1202,Annan,2021,10,24598
1203,Ardoch,2021,10,24719
1204,Armadale,2021,10,30150.5
1205,Bathgate,2021,10,7367
1206,Biggar,2021,10,64461
1207,Blackburn,2021,10,10017.5
1208,Blackridge,2021,10,612.5
1209,Blackwood,2021,10,633
1210,Boness,2021,10,2841.5
1211,Bonnybridge,2021,10,12095
1212,Bothwellbank,2021,10,10933
1213,Bowhouse,2021,10,3903
1214,Carbarns,2021,10,39913.5
1215,Coldstream,2021,10,3459
1216,Cumnock,2021,10,12468
1217,Cupar,2021,10,7834
1218,Dalbeattie,2021,10,1365
1219,Daldowie,2021,10,30529
1220,Dalmarnock,2021,10,22874
1221,Dalmuir,2021,10,22562
1222,Dalscone,2021,10,1644
1223,Denny,2021,10,15025
1224,Dunbar,2021,10,27549
1225,Dunfermline,2021,10,19712
1226,Dunnswood,2021,10,33518
1227,Duns,2021,10,942.5
1228,East Calder,2021,10,52002
1229,Fairlie,2021,10,7131.5
1230,Falkirk,2021,10,35725.5
1231,Fauldhouse,2021,10,13147.5
1232,Fort William,2021,10,919.5
1233,Fraserburgh,2021,10,55071.3333333333
1234,Galashiels,2021,10,1088
1235,Girvan,2021,10,2198
1236,Guardbridge,2021,10,927
1237,Hamilton,2021,10,38668.5
1238,Harthill,2021,10,25457
1239,Hatton,2021,10,10128.3333333333
1240,Hawick,2021,10,1296
1241,Helensburgh,2021,10,13762
1242,Inverclyde,2021,10,2514.5
1243,Ironmill Bay,2021,10,22674
1244,Kincardine,2021,10,27167
1245,Kirkcaldy,2021,10,9037
1246,Kirkwall,2021,10,0
1247,Lanark,2021,10,58277
1248,Largs,2021,10,23750.5
1249,Lerwick,2021,10,0
1250,Lesmahagow,2021,10,19713.5
1251,Levenmouth,2021,10,11435.5
1252,Linlithgow,2021,10,7720.5
1253,Lockerbie,2021,10,1094.5
1254,Lossiemouth,2021,10,2801
1255,Mauldslie,2021,10,14402
1256,Maybole,2021,10,0
1257,Meadowhead,2021,10,21285
1258,Muirkirk,2021,10,3071
1259,Nairn,2021,10,NA
1260,Neilston,2021,10,42831
1261,New Cumnock,2021,10,6608
1262,Newburgh,2021,10,6923.5
1263,Newport & Tayport,2021,10,24067
1264,Newtown St Boswell,2021,10,11448
1265,Nigg,2021,10,10076.3333333333
1266,Paisley,2021,10,59585.5
1267,Peebles,2021,10,322
1268,Penicuik,2021,10,5891
1269,Perth,2021,10,12604.5
1270,Peterhead,2021,10,993.333333333333
1271,Philipshill,2021,10,24356
1272,Seafield,2021,10,23148.3333333333
1273,Shieldhall,2021,10,27772.5
1274,Shotts,2021,10,51129
1275,Skellyton,2021,10,6772
1276,Springfield,2021,10,3231
1277,St Andrews,2021,10,1747
1278,Stevenston,2021,10,4701.5
1279,Stirling,2021,10,31668
1280,Stonehouse,2021,10,433
1281,Stornoway,2021,10,NA
1282,Strathaven,2021,10,3872
1283,Swinstie,2021,10,27088
1284,Tillicoultry,2021,10,2854.5
1285,Troqueer,2021,10,3787
1286,Uplawmoor,2021,10,700
1287,Whitburn,2021,10,70167.5
1288,Winchburgh,2021,10,35004.5
1289,Allanfearn,2021,11,16571
1290,Allers,2021,11,3334
1291,Alloa,2021,11,29208.3333333333
1292,Alva,2021,11,5809
1293,Annan,2021,11,5785
1294,Ardoch,2021,11,9233.5
1295,Armadale,2021,11,18416.5
1296,Bathgate,2021,11,13700.5
1297,Biggar,2021,11,700
1298,Blackburn,2021,11,12538.5
1299,Blackridge,2021,11,3156
1300,Blackwood,2021,11,1988
1301,Blairgowrie,2021,11,127712
1302,Boness,2021,11,16764
1303,Bonnybridge,2021,11,18135
1304,Bothwellbank,2021,11,15112
1305,Bowhouse,2021,11,824.5
1306,Carbarns,2021,11,46324
1307,Coldstream,2021,11,897.5
1308,Cumnock,2021,11,13535
1309,Cumnock - Netherwood,2021,11,5405.2
1310,Cupar,2021,11,31219
1311,Dalbeattie,2021,11,2931
1312,Daldowie,2021,11,26113
1313,Dalmarnock,2021,11,45941
1314,Dalmuir,2021,11,30710.6666666667
1315,Dalscone,2021,11,2642
1316,Denny,2021,11,58644.5
1317,Dunbar,2021,11,6696
1318,Dunfermline,2021,11,15563
1319,Dunnswood,2021,11,29328
1320,Duns,2021,11,0
1321,East Calder,2021,11,94197
1322,Fairlie,2021,11,1379
1323,Falkirk,2021,11,12810
1324,Fauldhouse,2021,11,27905
1325,Forfar,2021,11,8923
1326,Fort William,2021,11,1366
1327,Fraserburgh,2021,11,19894.3333333333
1328,Galashiels,2021,11,1162
1329,Girvan,2021,11,399
1330,Guardbridge,2021,11,0
1331,Hamilton,2021,11,16626
1332,Harthill,2021,11,2096
1333,Hatton,2021,11,15270.6666666667
1334,Hawick,2021,11,446
1335,Helensburgh,2021,11,24424
1336,Inverclyde,2021,11,10574
1337,Ironmill Bay,2021,11,12949.5
1338,Kincardine,2021,11,148242.5
1339,Kirkcaldy,2021,11,55854.5
1340,Kirkwall,2021,11,0
1341,Lanark,2021,11,3126
1342,Largs,2021,11,992
1343,Lerwick,2021,11,0
1344,Lesmahagow,2021,11,3485
1345,Levenmouth,2021,11,15594.5
1346,Linlithgow,2021,11,3860.5
1347,Lockerbie,2021,11,514
1348,Lossiemouth,2021,11,1284
1349,Mauldslie,2021,11,7695
1350,Maybole,2021,11,25856
1351,Meadowhead,2021,11,15477.6666666667
1352,Muirkirk,2021,11,0
1353,Nairn,2021,11,4870
1354,Neilston,2021,11,2441.5
1355,New Cumnock,2021,11,5450
1356,Newburgh,2021,11,768
1357,Newport & Tayport,2021,11,1619
1358,Newtown St Boswell,2021,11,0
1359,Nigg,2021,11,15169.3333333333
1360,Nigg - Torry,2021,11,35124.75
1361,Paisley,2021,11,25817
1362,Peebles,2021,11,0
1363,Penicuik,2021,11,44102
1364,Persley - Northfield,2021,11,41492.3333333333
1365,Perth,2021,11,14274.5
1366,Peterhead,2021,11,1298.66666666667
1367,Philipshill,2021,11,14528
1368,Seafield,2021,11,16923.3333333333
1369,Shieldhall,2021,11,36695.25
1370,Shotts,2021,11,28489
1371,Skellyton,2021,11,7773
1372,Springfield,2021,11,21346
1373,St Andrews,2021,11,20207
1374,Stevenston,2021,11,6814.5
1375,Stirling,2021,11,3697
1376,Stonehouse,2021,11,12162
1377,Strathaven,2021,11,5878
1378,Swinstie,2021,11,27010
1379,Tillicoultry,2021,11,4486
1380,Troqueer,2021,11,3728.5
1381,Uplawmoor,2021,11,0
1382,Whitburn,2021,11,5342.5
1383,Winchburgh,2021,11,31689
1384,Allanfearn,2021,12,31165.5
1385,Allers,2021,12,3694
1386,Alloa,2021,12,28714.3333333333
1387,Alva,2021,12,6407.5
1388,Annan,2021,12,716
1389,Ardoch,2021,12,11908
1390,Armadale,2021,12,14500.5
1391,Bathgate,2021,12,7804.5
1392,Biggar,2021,12,930
1393,Blackburn,2021,12,26624.5
1394,Blackridge,2021,12,7548.5
1395,Blackwood,2021,12,8858
1396,Blairgowrie,2021,12,82158
1397,Boness,2021,12,8157.5
1398,Bonnybridge,2021,12,32442
1399,Bothwellbank,2021,12,8447
1400,Bowhouse,2021,12,605.5
1401,Carbarns,2021,12,32631.5
1402,Coldstream,2021,12,576.5
1403,Cumnock,2021,12,30013
1404,Cumnock - Netherwood,2021,12,15364
1405,Cupar,2021,12,1132.5
1406,Dalbeattie,2021,12,45707
1407,Daldowie,2021,12,30486
1408,Dalmarnock,2021,12,27003
1409,Dalmuir,2021,12,24489
1410,Dalscone,2021,12,8964
1411,Denny,2021,12,61260.5
1412,Dunbar,2021,12,1657
1413,Dunfermline,2021,12,15698
1414,Dunnswood,2021,12,7369
1415,Duns,2021,12,0
1416,East Calder,2021,12,52795.5
1417,Eyemouth,2021,12,1356
1418,Fairlie,2021,12,0
1419,Falkirk,2021,12,30097.5
1420,Fauldhouse,2021,12,4473
1421,Forfar,2021,12,11146
1422,Fort William,2021,12,1615.5
1423,Fraserburgh,2021,12,12250.3333333333
1424,Galashiels,2021,12,3766
1425,Girvan,2021,12,0
1426,Guardbridge,2021,12,771
1427,Hamilton,2021,12,39418.5
1428,Harthill,2021,12,14112
1429,Hatton,2021,12,17749
1430,Hawick,2021,12,1041
1431,Helensburgh,2021,12,28812
1432,Inverclyde,2021,12,5058
1433,Ironmill Bay,2021,12,9407.5
1434,Kelso,2021,12,161.5
1435,Kincardine,2021,12,4408.5
1436,Kirkcaldy,2021,12,33246
1437,Kirkwall,2021,12,0
1438,Lanark,2021,12,5706
1439,Largs,2021,12,NA
1440,Lerwick,2021,12,0
1441,Lesmahagow,2021,12,NA
1442,Levenmouth,2021,12,21646
1443,Linlithgow,2021,12,4182
1444,Lockerbie,2021,12,0
1445,Lossiemouth,2021,12,6798
1446,Mauldslie,2021,12,20132
1447,Maybole,2021,12,0
1448,Meadowhead,2021,12,24833.3333333333
1449,Muirkirk,2021,12,8693
1450,Nairn,2021,12,1176
1451,Neilston,2021,12,2229
1452,New Cumnock,2021,12,4210
1453,Newburgh,2021,12,754.5
1454,Newport & Tayport,2021,12,6246
1455,Newtown St Boswell,2021,12,0
1456,Nigg,2021,12,14763.6666666667
1457,Nigg - Torry,2021,12,2132
1458,Paisley,2021,12,36387
1459,Peebles,2021,12,0
1460,Penicuik,2021,12,14165
1461,Persley - Northfield,2021,12,3247.5
1462,Perth,2021,12,8498
1463,Peterhead,2021,12,518.333333333333
1464,Philipshill,2021,12,20563
1465,Seafield,2021,12,23737
1466,Selkirk,2021,12,0
1467,Shieldhall,2021,12,30688
1468,Shotts,2021,12,48062
1469,Springfield,2021,12,8266
1470,St Andrews,2021,12,20706
1471,Stevenston,2021,12,13435.5
1472,Stirling,2021,12,17555
1473,Stonehouse,2021,12,1215
1474,Stornoway,2021,12,0
1475,Strathaven,2021,12,16250
1476,Swinstie,2021,12,132188
1477,Tillicoultry,2021,12,4815
1478,Troqueer,2021,12,2338
1479,Uplawmoor,2021,12,0
1480,Whitburn,2021,12,7046
1481,Winchburgh,2021,12,18354.5
1482,Allanfearn,2021,13,1316.33333333333
1483,Allers,2021,13,8910
1484,Alloa,2021,13,22800.3333333333
1485,Alva,2021,13,5334
1486,Annan,2021,13,NA
1487,Ardoch,2021,13,4081
1488,Armadale,2021,13,2932
1489,Bathgate,2021,13,38065
1490,Biggar,2021,13,NA
1491,Blackburn,2021,13,16114
1492,Blackridge,2021,13,24313
1493,Blackwood,2021,13,6116
1494,Blairgowrie,2021,13,30109
1495,Boness,2021,13,3458
1496,Bonnybridge,2021,13,41311
1497,Bothwellbank,2021,13,7377
1498,Bowhouse,2021,13,680.5
1499,Carbarns,2021,13,38366
1500,Coldstream,2021,13,0
1501,Cumnock,2021,13,9513
1502,Cumnock - Netherwood,2021,13,0
1503,Cupar,2021,13,1212
1504,Dalbeattie,2021,13,540
1505,Daldowie,2021,13,15443
1506,Dalmarnock,2021,13,NA
1507,Dalmuir,2021,13,13684
1508,Dalscone,2021,13,NA
1509,Denny,2021,13,68076.5
1510,Dunbar,2021,13,897
1511,Dunblane,2021,13,414.5
1512,Dunfermline,2021,13,10485.5
1513,Dunnswood,2021,13,3239
1514,Dunnswood - Carrickstone,2021,13,2546
1515,Duns,2021,13,351.5
1516,East Calder,2021,13,54584
1517,Eyemouth,2021,13,2561
1518,Fairlie,2021,13,307
1519,Falkirk,2021,13,27029.5
1520,Fauldhouse,2021,13,3620
1521,Forfar,2021,13,26137
1522,Fort William,2021,13,0
1523,Fraserburgh,2021,13,11580
1524,Galashiels,2021,13,486
1525,Girvan,2021,13,1250
1526,Guardbridge,2021,13,7979.5
1527,Hamilton,2021,13,29979
1528,Harthill,2021,13,NA
1529,Hatton,2021,13,20393.3333333333
1530,Hawick,2021,13,2124
1531,Helensburgh,2021,13,27059
1532,Inverclyde,2021,13,3719
1533,Ironmill Bay,2021,13,61046.5
1534,Kelso,2021,13,0
1535,Kincardine,2021,13,2345
1536,Kirkcaldy,2021,13,55115.5
1537,Kirkwall,2021,13,237.333333333333
1538,Lanark,2021,13,10910
1539,Largs,2021,13,1809
1540,Lerwick,2021,13,0
1541,Lesmahagow,2021,13,1175.5
1542,Levenmouth,2021,13,14915
1543,Linlithgow,2021,13,16042
1544,Lockerbie,2021,13,0
1545,Lossiemouth,2021,13,9680.33333333333
1546,Mauldslie,2021,13,16854
1547,Maybole,2021,13,1033
1548,Meadowhead,2021,13,14960.6666666667
