,Site,Year,Week,x
1558,Paisley,2021,13,3652
1559,Peebles,2021,13,0
1560,Penicuik,2021,13,4615
1561,Persley - Northfield,2021,13,98.5
1562,Perth,2021,13,3882
1563,Peterhead,2021,13,1002.66666666667
1564,Philipshill,2021,13,18068
1565,Seafield,2021,13,12664.3333333333
1566,Selkirk,2021,13,883.5
1567,Shieldhall,2021,13,14323.25
1568,Shieldhall - Barrhead,2021,13,12891.6666666667
1569,Shieldhall - Gorbals,2021,13,5213.4
1570,Shieldhall - Govanhill,2021,13,47198.8
1571,Shotts,2021,13,5493
1572,Skellyton,2021,13,2221
1573,Springfield,2021,13,24052
1574,St Andrews,2021,13,41699.5
1575,Stevenston,2021,13,10377
1576,Stirling,2021,13,5204
1577,Stonehouse,2021,13,3529
1578,Stornoway,2021,13,0
1579,Strathaven,2021,13,10590
1580,Swinstie,2021,13,62820
1581,Tillicoultry,2021,13,28695
1582,Troqueer,2021,13,2498.5
1583,Uplawmoor,2021,13,0
1584,Whitburn,2021,13,5612.5
1585,Winchburgh,2021,13,783.5
1586,Allanfearn,2021,14,9093.66666666667
1587,Allers,2021,14,3857
1588,Allers - St Leonards,2021,14,26229.8
1589,Alloa,2021,14,33859.5
1590,Alva,2021,14,4475.5
1591,Annan,2021,14,0
1592,Ardoch,2021,14,3336
1593,Armadale,2021,14,11554.5
1594,Bathgate,2021,14,NA
1595,Blackburn,2021,14,18002
1596,Blackridge,2021,14,125867
1597,Blackwood,2021,14,0
1598,Blairgowrie,2021,14,16660
1599,Boness,2021,14,9930
1600,Bonnybridge,2021,14,8842
1601,Bothwellbank,2021,14,8169
1602,Bowhouse,2021,14,0
1603,Carbarns,2021,14,28661.5
1604,Coldstream,2021,14,0
1605,Cumnock,2021,14,7508
1606,Cumnock - Netherwood,2021,14,0
1607,Cupar,2021,14,1089
1608,Dalbeattie,2021,14,0
1609,Daldowie,2021,14,9870
1610,Dalmarnock,2021,14,8788
1611,Dalmuir,2021,14,22331.5
1612,Dalmuir - Auchinairn (6298),2021,14,1333.25
1613,Dalmuir - Auchinairn (6330),2021,14,5548.5
1614,Dalmuir - Clydebank,2021,14,4376.75
1615,Dalscone,2021,14,NA
1616,Denny,2021,14,183158
1617,Dunbar,2021,14,2341
1618,Dunblane,2021,14,3191
1619,Dunfermline,2021,14,18135.5
1620,Dunnswood,2021,14,10522
1621,Dunnswood - Carrickstone,2021,14,19654.5
1622,Duns,2021,14,0
1623,East Calder,2021,14,51579.5
1624,Eyemouth,2021,14,188.5
1625,Fairlie,2021,14,0
1626,Falkirk,2021,14,9884.5
1627,Fauldhouse,2021,14,NA
1628,Forfar,2021,14,3225.5
1629,Fort William,2021,14,0
1630,Fraserburgh,2021,14,1091
1631,Girvan,2021,14,4836
1632,Guardbridge,2021,14,1123.5
1633,Hamilton,2021,14,17392
1634,Harthill,2021,14,NA
1635,Hatton,2021,14,18437
1636,Hawick,2021,14,877
1637,Helensburgh,2021,14,49627
1638,Inverclyde,2021,14,7188.5
1639,Inverclyde - Gourock,2021,14,35099.5
1640,Ironmill Bay,2021,14,2600
1641,Kelso,2021,14,0
1642,Kincardine,2021,14,11908
1643,Kirkcaldy,2021,14,26624
1644,Kirkwall,2021,14,0
1645,Lanark,2021,14,22343
1646,Largs,2021,14,28759.5
1647,Lerwick,2021,14,0
1648,Lesmahagow,2021,14,0
1649,Levenmouth,2021,14,18621.5
1650,Linlithgow,2021,14,1737.5
1651,Lockerbie,2021,14,0
1652,Lossiemouth,2021,14,9939
1653,Mauldslie,2021,14,18240
1654,Maybole,2021,14,0
1655,Meadowhead,2021,14,16278
1656,Muirkirk,2021,14,13998
1657,Nairn,2021,14,6607
1658,Neilston,2021,14,755
1659,New Cumnock,2021,14,0
1660,Newburgh,2021,14,75.5
1661,Newport & Tayport,2021,14,0
1662,Newtown St Boswell,2021,14,0
1663,Nigg,2021,14,10844.3333333333
1664,Nigg - Torry,2021,14,11887.5
1665,Paisley,2021,14,3679
1666,Paisley - Airport,2021,14,20787.4
1667,Paisley - Blackhall,2021,14,25259.25
1668,Paisley - Brediland,2021,14,1886.8
1669,Penicuik,2021,14,0
1670,Persley - Northfield,2021,14,11251.5
1671,Perth,2021,14,4455.5
1672,Peterhead,2021,14,326.666666666667
1673,Philipshill,2021,14,11646
1674,Philipshill - Stewartfield (3606),2021,14,136.6
1675,Philipshill - Stewartfield (7801),2021,14,236.333333333333
1676,Seafield,2021,14,7960.33333333333
1677,Selkirk,2021,14,1172.5
1678,Shieldhall,2021,14,18428.75
1679,Shieldhall - Barrhead,2021,14,3323
1680,Shieldhall - Gorbals,2021,14,13550.5
1681,Shieldhall - Govanhill,2021,14,99494
1682,Shotts,2021,14,9949
1683,Skellyton,2021,14,6071
1684,Springfield,2021,14,14529.5
1685,St Andrews,2021,14,32022.5
1686,Stevenston,2021,14,6761.5
1687,Stirling,2021,14,16410
1688,Stonehouse,2021,14,2399
1689,Stornoway,2021,14,NA
1690,Strathaven,2021,14,10350
1691,Swinstie,2021,14,21166
1692,Tillicoultry,2021,14,7370
1693,Troqueer,2021,14,0
1694,Uplawmoor,2021,14,213.5
1695,Whitburn,2021,14,9854.5
1696,Winchburgh,2021,14,250
1697,Allanfearn,2021,15,2681.5
1698,Allers,2021,15,15269
1699,Allers - St Leonards,2021,15,712.5
1700,Alloa,2021,15,20070
1701,Alva,2021,15,2498
1702,Annan,2021,15,1548
1703,Ardoch,2021,15,2081.5
1704,Armadale,2021,15,1735.5
1705,Banchory,2021,15,438
1706,Banff,2021,15,465
1707,Bathgate,2021,15,2367.5
1708,Blackburn,2021,15,9532
1709,Blackridge,2021,15,405827
1710,Boness,2021,15,4693
1711,Bonnybridge,2021,15,3347
1712,Bothwellbank,2021,15,8236
1713,Bowhouse,2021,15,NA
1714,Carbarns,2021,15,49908.5
1715,Coldstream,2021,15,0
1716,Cumnock,2021,15,2989
1717,Cupar,2021,15,3962
1718,Dalbeattie,2021,15,0
1719,Daldowie,2021,15,39118
1720,Dalmarnock,2021,15,23115
1721,Dalmuir,2021,15,22321
1722,Dalmuir - Auchinairn (6298),2021,15,2251
1723,Dalmuir - Auchinairn (6330),2021,15,7777.5
1724,Dalmuir - Clydebank,2021,15,15868
1725,Dalscone,2021,15,NA
1726,Denny,2021,15,27942.5
1727,Dunbar,2021,15,0
1728,Dunblane,2021,15,1483
1729,Dunnswood,2021,15,19994
1730,Dunnswood - Carrickstone,2021,15,1957
1731,Duns,2021,15,0
1732,East Calder,2021,15,25255
1733,Ellon,2021,15,8241
1734,Eyemouth,2021,15,182.5
1735,Fairlie,2021,15,0
1736,Falkirk,2021,15,9078.5
1737,Fauldhouse,2021,15,350
1738,Forfar,2021,15,11430
1739,Forres,2021,15,1159
1740,Fort William,2021,15,0
1741,Fraserburgh,2021,15,1534
1742,Galashiels,2021,15,1221
1743,Girvan,2021,15,3558
1744,Guardbridge,2021,15,0
1745,Hamilton,2021,15,20309.5
1746,Harthill,2021,15,1367
1747,Hatton,2021,15,10884
1748,Hawick,2021,15,0
1749,Helensburgh,2021,15,26832
1750,Inverclyde,2021,15,3618.5
1751,Inverclyde - Gourock,2021,15,96874
1752,Inverurie,2021,15,9178.5
1753,Ironmill Bay,2021,15,4474
1754,Kelso,2021,15,157
1755,Kincardine,2021,15,16779.5
1756,Kirkcaldy,2021,15,15209
1757,Kirkwall,2021,15,322.666666666667
1758,Largs,2021,15,22213
1759,Lerwick,2021,15,0
1760,Levenmouth,2021,15,5711
1761,Linlithgow,2021,15,2263
1762,Lockerbie,2021,15,189.5
1763,Lossiemouth,2021,15,11192.3333333333
1764,Maybole,2021,15,418
1765,Meadowhead,2021,15,9636
1766,Muirkirk,2021,15,92630
1767,Nairn,2021,15,0
1768,Neilston,2021,15,1758.5
1769,Newburgh,2021,15,0
1770,Newport & Tayport,2021,15,0
1771,Newtown St Boswell,2021,15,0
1772,Nigg,2021,15,17717.5
1773,Nigg - Torry,2021,15,25056
1774,Paisley,2021,15,10464
1775,Paisley - Airport,2021,15,9390
1776,Paisley - Blackhall,2021,15,10300
1777,Paisley - Brediland,2021,15,258.5
1778,Peebles,2021,15,0
1779,Penicuik,2021,15,18341
1780,Persley - Northfield,2021,15,10957.5
1781,Perth,2021,15,6836.5
1782,Peterhead,2021,15,372
1783,Philipshill,2021,15,25106
1784,Philipshill - Stewartfield (3606),2021,15,NA
1785,Seafield,2021,15,8884.5
1786,Seafield - Tranent,2021,15,0
1787,Selkirk,2021,15,0
1788,Shieldhall,2021,15,16119
1789,Shieldhall - Barrhead,2021,15,7614
1790,Shieldhall - Gorbals,2021,15,22393.5
1791,Shieldhall - Govanhill,2021,15,32677.5
1792,Shotts,2021,15,22946
1793,Springfield,2021,15,1810
1794,St Andrews,2021,15,3576
1795,Stevenston,2021,15,1578
1796,Stirling,2021,15,4510
1797,Stirling - University,2021,15,232.5
1798,Stornoway,2021,15,0
1799,Swinstie,2021,15,20787
1800,Tillicoultry,2021,15,1375.5
1801,Troqueer,2021,15,0
1802,Turriff,2021,15,0
1803,Whitburn,2021,15,555
1804,Winchburgh,2021,15,0
1805,Allanfearn,2021,16,8421
1806,Banff,2021,16,0
1807,Blackburn,2021,16,35621
1808,Dalmuir - Auchinairn (6298),2021,16,524
1809,Dalmuir - Auchinairn (6330),2021,16,6142
1810,Forfar - Central,2021,16,4185.33333333333
1811,Fort William,2021,16,0
1812,Fraserburgh,2021,16,22071
1813,Hatton,2021,16,4470
1814,Hatton - Fintry East,2021,16,858
1815,Hatton - Fintry North,2021,16,15846
1816,Hatton - Fintry West,2021,16,8517.25
1817,Inverclyde,2021,16,3519
1818,Inverclyde - Gourock,2021,16,372138
1819,Kirkwall,2021,16,0
1820,Lerwick,2021,16,0
1821,Lossiemouth,2021,16,10252.3333333333
1822,Meadowhead,2021,16,7998
1823,Nigg,2021,16,3573
1824,Nigg - Torry,2021,16,4700.5
1825,Persley - Northfield,2021,16,372083
1826,Peterhead,2021,16,0
1827,Seafield,2021,16,5793
1828,Seafield - Tranent,2021,16,1111
1829,Stevenston,2021,16,3868
1830,Stevenston - Stevenston East,2021,16,2929
1831,Stevenston - Stevenston West,2021,16,5088
1832,Allanfearn,2021,17,2919
1833,Allers,2021,17,12276
1834,Allers - St Leonards,2021,17,40169
1835,Alloa,2021,17,10210
1836,Alva,2021,17,2475
1837,Annan,2021,17,1544
1838,Ardoch,2021,17,958
1839,Armadale,2021,17,5137
1840,Banchory,2021,17,1380.5
1841,Banff,2021,17,597.333333333333
1842,Bathgate,2021,17,4059.5
1843,Biggar,2021,17,0
1844,Blackburn,2021,17,27195.5
1845,Blackridge,2021,17,9319.5
1846,Blackwood,2021,17,591
1847,Blairgowrie,2021,17,1133
1848,Boness,2021,17,734.5
1849,Bonnybridge,2021,17,1518.5
1850,Bothwellbank,2021,17,2303
1851,Bowhouse,2021,17,169
1852,Carbarns,2021,17,12130
1853,Coldstream,2021,17,363.5
1854,Cumnock,2021,17,902
1855,Cupar,2021,17,0
1856,Dalbeattie,2021,17,0
1857,Daldowie,2021,17,7386
1858,Dalmarnock,2021,17,14420
1859,Dalmuir,2021,17,8447
1860,Dalmuir - Auchinairn (6298),2021,17,340
1861,Dalmuir - Auchinairn (6330),2021,17,866.5
1862,Dalmuir - Clydebank,2021,17,2481.5
1863,Dalscone,2021,17,0
1864,Denny,2021,17,14263.5
1865,Dunbar,2021,17,0
1866,Dunblane,2021,17,5433
1867,Dunfermline,2021,17,16351
1868,Duns,2021,17,0
1869,East Calder,2021,17,1794
1870,Ellon,2021,17,1483
1871,Eyemouth,2021,17,348
1872,Fairlie,2021,17,211.5
1873,Falkirk,2021,17,3493
1874,Fauldhouse,2021,17,3083.5
1875,Forfar,2021,17,882.5
1876,Forfar - Central,2021,17,0
1877,Forres,2021,17,0
1878,Fort William,2021,17,417.5
1879,Fraserburgh,2021,17,2970.66666666667
1880,Galashiels,2021,17,338
1881,Girvan,2021,17,3038
1882,Guardbridge,2021,17,0
1883,Hamilton,2021,17,49006
1884,Harthill,2021,17,1905
1885,Hatton - Fintry East,2021,17,0
1886,Hatton - Fintry North,2021,17,989
1887,Hatton - Fintry West,2021,17,0
1888,Hawick,2021,17,NA
1889,Helensburgh,2021,17,1176
1890,Inverclyde,2021,17,7651
1891,Inverclyde - Gourock,2021,17,47136.5
1892,Inverurie,2021,17,211
1893,Ironmill Bay,2021,17,1472
1894,Kelso,2021,17,0
1895,Kincardine,2021,17,454
1896,Kirkcaldy,2021,17,11527.5
1897,Kirkwall,2021,17,0
1898,Lanark,2021,17,651
1899,Langholm,2021,17,0
1900,Largs,2021,17,1831
1901,Lerwick,2021,17,0
1902,Lesmahagow,2021,17,5829
1903,Levenmouth,2021,17,4916
1904,Linlithgow,2021,17,434.5
1905,Loch Ryan,2021,17,730
1906,Lockerbie,2021,17,0
1907,Lossiemouth,2021,17,9319.66666666667
1908,Mauldslie,2021,17,8033
1909,Maybole,2021,17,0
1910,Meadowhead,2021,17,10707.5
1911,Muirkirk,2021,17,316.5
1912,Nairn,2021,17,0
1913,Neilston,2021,17,565
1914,Newburgh,2021,17,162
1915,Newport & Tayport,2021,17,0
1916,Newtown St Boswell,2021,17,0
1917,Nigg,2021,17,2961.5
1918,Nigg - Torry,2021,17,0
1919,Paisley,2021,17,5112.5
1920,Paisley - Airport,2021,17,1176
1921,Paisley - Blackhall,2021,17,5055.5
1922,Paisley - Brediland,2021,17,0
1923,Peebles,2021,17,3279
1924,Penicuik,2021,17,1202
1925,Persley - Northfield,2021,17,5137
1926,Perth,2021,17,9254
1927,Peterhead,2021,17,1018
1928,Philipshill,2021,17,25070
1929,Philipshill - Stewartfield (3606),2021,17,0
1930,Philipshill - Stewartfield (7801),2021,17,4444
1931,Sanquhar,2021,17,0
1932,Seafield,2021,17,3216
1933,Seafield - Tranent,2021,17,0
1934,Selkirk,2021,17,0
1935,Shieldhall,2021,17,19573
1936,Shotts,2021,17,12753
1937,Skellyton,2021,17,57653
1938,Springfield,2021,17,374
1939,St Andrews,2021,17,4973
1940,Stevenston,2021,17,2711
1941,Stevenston - Stevenston East,2021,17,0
1942,Stevenston - Stevenston West,2021,17,4395
1943,Stirling,2021,17,1389
1944,Stirling - University,2021,17,1068.5
1945,Stonehouse,2021,17,45331
1946,Stornoway,2021,17,0
1947,Strathaven,2021,17,21200
1948,Swinstie,2021,17,11920
1949,Tillicoultry,2021,17,459.5
1950,Troqueer,2021,17,0
1951,Turriff,2021,17,0
1952,Whitburn,2021,17,1650
1953,Winchburgh,2021,17,0
1954,Allanfearn,2021,18,16607
1955,Allers,2021,18,7443
1956,Alloa,2021,18,20652.5
1957,Alva,2021,18,877
1958,Annan,2021,18,2981
1959,Ardoch,2021,18,1052.5
1960,Armadale,2021,18,14490.5
1961,Banchory,2021,18,1755.5
1962,Banff,2021,18,1005.66666666667
1963,Bathgate,2021,18,4640
1964,Blackburn,2021,18,7697
1965,Blackridge,2021,18,12477.5
1966,Blackwood,2021,18,NA
1967,Blairgowrie,2021,18,0
1968,Boness,2021,18,359.5
1969,Bonnybridge,2021,18,3434
1970,Bothwellbank,2021,18,4731
1971,Bowhouse,2021,18,0
1972,Carbarns,2021,18,6407
1973,Coldstream,2021,18,0
1974,Cumnock,2021,18,842
1975,Cupar,2021,18,0
1976,Dalbeattie,2021,18,NA
1977,Daldowie,2021,18,10344
1978,Dalmarnock,2021,18,7421
1979,Dalmuir,2021,18,5454.5
1980,Dalmuir - Auchinairn (6298),2021,18,194
1981,Dalmuir - Auchinairn (6330),2021,18,2170.5
1982,Dalmuir - Clydebank,2021,18,148.5
1983,Denny,2021,18,4944
1984,Dunbar,2021,18,0
1985,Dunblane,2021,18,3114.5
1986,Dunfermline,2021,18,2528.5
1987,Dunnswood - Carrickstone,2021,18,2450
1988,Duns,2021,18,1407
1989,East Calder,2021,18,3963.5
1990,Ellon,2021,18,383.5
1991,Eyemouth,2021,18,4205
1992,Fairlie,2021,18,3427
1993,Falkirk,2021,18,1254
1994,Fauldhouse,2021,18,4748
1995,Forfar,2021,18,729
1996,Forfar - Central,2021,18,277.5
1997,Forres,2021,18,0
1998,Fort William,2021,18,192.5
1999,Fraserburgh,2021,18,0
2000,Galashiels,2021,18,0
2001,Girvan,2021,18,0
2002,Guardbridge,2021,18,114
2003,Hamilton,2021,18,21037.5
2004,Harthill,2021,18,604
2005,Hatton,2021,18,5671
2006,Hatton - Fintry East,2021,18,3196
2007,Hatton - Fintry North,2021,18,0
2008,Hatton - Fintry West,2021,18,5786.5
2009,Hawick,2021,18,0
2010,Helensburgh,2021,18,3263
2011,Inverclyde,2021,18,1860.5
2012,Inverclyde - Gourock,2021,18,11408.5
2013,Inverurie,2021,18,8360.5
2014,Ironmill Bay,2021,18,480.5
2015,Kelso,2021,18,552.5
2016,Kincardine,2021,18,594
2017,Kirkcaldy,2021,18,25199
2018,Kirkwall,2021,18,0
2019,Lanark,2021,18,0
2020,Langholm,2021,18,0
2021,Largs,2021,18,1112
2022,Lerwick,2021,18,NA
2023,Lesmahagow,2021,18,480
2024,Levenmouth,2021,18,5571
2025,Linlithgow,2021,18,265.5
2026,Lockerbie,2021,18,0
2027,Lossiemouth,2021,18,20325
2028,Mauldslie,2021,18,4809
2029,Maybole,2021,18,0
2030,Meadowhead,2021,18,5178
2031,Muirkirk,2021,18,488
2032,Nairn,2021,18,0
2033,Neilston,2021,18,416
2034,New Cumnock,2021,18,3577
2035,Newburgh,2021,18,114.5
2036,Newport & Tayport,2021,18,0
2037,Newtown St Boswell,2021,18,0
2038,Nigg,2021,18,4053
2039,Nigg - Torry,2021,18,1011
2040,Paisley,2021,18,9755
2041,Paisley - Airport,2021,18,316
2042,Paisley - Blackhall,2021,18,305.5
2043,Paisley - Brediland,2021,18,0
2044,Peebles,2021,18,0
2045,Penicuik,2021,18,27256
2046,Persley - Northfield,2021,18,1637
2047,Perth,2021,18,3920
2048,Peterhead,2021,18,10367.5
2049,Philipshill,2021,18,11385
2050,Sanquhar,2021,18,12041.5
2051,Seafield,2021,18,4411.33333333333
2052,Seafield - Tranent,2021,18,0
2053,Selkirk,2021,18,0
2054,Shieldhall,2021,18,12155
2055,Shieldhall - Barrhead,2021,18,17027
2056,Shieldhall - Gorbals,2021,18,7229
2057,Shieldhall - Govanhill,2021,18,206768
2058,Shotts,2021,18,25921
2059,Skellyton,2021,18,2776
2060,Springfield,2021,18,3166
2061,St Andrews,2021,18,1376.5
2062,Stevenston,2021,18,3620.5
2063,Stevenston - Stevenston East,2021,18,690.5
2064,Stevenston - Stevenston West,2021,18,28999
2065,Stirling,2021,18,2495
2066,Stirling - University,2021,18,0
2067,Stonehouse,2021,18,1146
2068,Stornoway,2021,18,0
2069,Strathaven,2021,18,21929
2070,Swinstie,2021,18,NA
2071,Tillicoultry,2021,18,1851
2072,Troqueer,2021,18,0
2073,Turriff,2021,18,0
2074,Whitburn,2021,18,4997.5
2075,Winchburgh,2021,18,6268.5
2076,Allanfearn,2021,19,8482.75
2077,Allers,2021,19,10590
2078,Alloa,2021,19,29868.5
2079,Alva,2021,19,2560.5
2080,Annan,2021,19,569
2081,Ardoch,2021,19,346.5
2082,Armadale,2021,19,12185.5
2083,Banchory,2021,19,0
2084,Banff,2021,19,377.666666666667
2085,Bathgate,2021,19,18425
2086,Blackburn,2021,19,2376.5
2087,Blackridge,2021,19,33396.5
2088,Blackwood,2021,19,0
2089,Blairgowrie,2021,19,5717
2090,Boness,2021,19,1874
2091,Bonnybridge,2021,19,15895
2092,Bowhouse,2021,19,NA
2093,Carbarns,2021,19,5766
2094,Coldstream,2021,19,730
2095,Cumnock,2021,19,1580
2096,Cupar,2021,19,3562
2097,Dalbeattie,2021,19,0
2098,Daldowie,2021,19,4384
2099,Dalmarnock,2021,19,34154
2100,Dalmuir,2021,19,34630.5
2101,Dalmuir - Auchinairn (6298),2021,19,852
2102,Dalmuir - Auchinairn (6330),2021,19,1809
2103,Dalmuir - Clydebank,2021,19,0
2104,Denny,2021,19,5261
2105,Dunbar,2021,19,0
2106,Dunblane,2021,19,1528.5
2107,Dunfermline,2021,19,15373.5
2108,Duns,2021,19,259
2109,East Calder,2021,19,2952.5
2110,Ellon,2021,19,929
2111,Eyemouth,2021,19,8528.5
2112,Fairlie,2021,19,0
2113,Falkirk,2021,19,6285.5
2114,Fauldhouse,2021,19,1995
2115,Forfar,2021,19,1333
2116,Forfar - Central,2021,19,1032.66666666667
2117,Forres,2021,19,614.5
2118,Fort William,2021,19,501
2119,Fraserburgh,2021,19,247
2120,Galashiels,2021,19,0
2121,Girvan,2021,19,NA
2122,Grantown on Spey,2021,19,0
2123,Guardbridge,2021,19,0
2124,Hamilton,2021,19,23063
2125,Harthill,2021,19,797
2126,Hatton,2021,19,7536.66666666667
2127,Hatton - Fintry East,2021,19,916
2128,Hatton - Fintry North,2021,19,0
2129,Hatton - Fintry West,2021,19,1418.5
2130,Hawick,2021,19,4787
2131,Helensburgh,2021,19,1966
2132,Inverclyde,2021,19,14852
2133,Inverclyde - Gourock,2021,19,351277
2134,Inverurie,2021,19,32087.5
2135,Ironmill Bay,2021,19,29643
2136,Kelso,2021,19,2488.5
2137,Kincardine,2021,19,0
2138,Kirkcaldy,2021,19,30309
2139,Kirkwall,2021,19,350
2140,Lanark,2021,19,NA
2141,Largs,2021,19,906
2142,Lerwick,2021,19,3348.5
2143,Lesmahagow,2021,19,1315
2144,Levenmouth,2021,19,3245.5
2145,Linlithgow,2021,19,1702.5
2146,Lockerbie,2021,19,0
2147,Lossiemouth,2021,19,10913.3333333333
2148,Mauldslie,2021,19,13612
2149,Maybole,2021,19,1246
2150,Meadowhead,2021,19,7326.5
2151,Meadowhead - Kilmarnock HMP,2021,19,6228.5
2152,Nairn,2021,19,685
2153,Neilston,2021,19,0
2154,New Cumnock,2021,19,19173
2155,Newburgh,2021,19,115
2156,Newport & Tayport,2021,19,139.5
2157,Newtown St Boswell,2021,19,218
2158,Nigg,2021,19,5483
2159,Nigg - Torry,2021,19,0
2160,Paisley,2021,19,4107
2161,Paisley - Airport,2021,19,908
2162,Paisley - Blackhall,2021,19,2249.5
2163,Paisley - Brediland,2021,19,596.5
2164,Peebles,2021,19,0
2165,Penicuik,2021,19,8965
2166,Persley - Northfield,2021,19,721
2167,Perth,2021,19,5524
2168,Peterhead,2021,19,664
2169,Philipshill,2021,19,11815
2170,Sanquhar,2021,19,8243
2171,Seafield,2021,19,8360.66666666667
2172,Selkirk,2021,19,2568
2173,Shieldhall,2021,19,44601.5
2174,Shieldhall - Barrhead,2021,19,6014.5
2175,Shieldhall - Gorbals,2021,19,62787.5
2176,Shieldhall - Govanhill,2021,19,1080061
2177,Shotts,2021,19,51933
2178,Skellyton,2021,19,4033
2179,Springfield,2021,19,217
2180,St Andrews,2021,19,3238
2181,Stevenston,2021,19,4775.5
2182,Stevenston - Stevenston East,2021,19,997.5
2183,Stevenston - Stevenston West,2021,19,15714.5
2184,Stirling,2021,19,6292
2185,Stonehouse,2021,19,524
2186,Stornoway,2021,19,0
2187,Strathaven,2021,19,6902
2188,Swinstie,2021,19,3368
2189,Tillicoultry,2021,19,2922
2190,Troqueer,2021,19,205
2191,Turriff,2021,19,0
2192,Whitburn,2021,19,3856
2193,Winchburgh,2021,19,184
2194,Allanfearn,2021,20,588.25
2195,Allers,2021,20,2386
2196,Alloa,2021,20,15459
2197,Alva,2021,20,4651.5
2198,Annan,2021,20,2584
2199,Ardoch,2021,20,246.5
2200,Armadale,2021,20,1225
2201,Banchory,2021,20,496.5
2202,Banff,2021,20,628.333333333333
2203,Bathgate,2021,20,6906
2204,Blackburn,2021,20,16288
2205,Blackridge,2021,20,24890.5
2206,Blackwood,2021,20,NA
2207,Blairgowrie,2021,20,2470
2208,Boness,2021,20,1983.5
2209,Bonnybridge,2021,20,4014
2210,Bothwellbank,2021,20,3117
2211,Bowhouse,2021,20,550.5
2212,Carbarns,2021,20,6237
2213,Coldstream,2021,20,0
2214,Cumnock,2021,20,0
2215,Cupar,2021,20,164.5
2216,Dalbeattie,2021,20,0
2217,Daldowie,2021,20,14780
2218,Dalmuir,2021,20,16667
2219,Denny,2021,20,30401.5
2220,Dunbar,2021,20,0
2221,Dunblane,2021,20,2091
2222,Dunfermline,2021,20,5522.5
2223,Dunnswood,2021,20,1150
2224,Duns,2021,20,0
2225,East Calder,2021,20,2969.5
2226,Ellon,2021,20,0
2227,Eyemouth,2021,20,793.5
2228,Fairlie,2021,20,0
2229,Falkirk,2021,20,15607
2230,Fauldhouse,2021,20,0
2231,Forfar,2021,20,2526
2232,Forres,2021,20,1976.5
2233,Fort William,2021,20,0
2234,Fraserburgh,2021,20,0
2235,Galashiels,2021,20,335
2236,Girvan,2021,20,0
2237,Grantown on Spey,2021,20,0
2238,Guardbridge,2021,20,0
2239,Hamilton,2021,20,14182
2240,Harthill,2021,20,311
2241,Hatton,2021,20,8759.33333333333
2242,Hatton - Fintry East,2021,20,0
2243,Hatton - Fintry North,2021,20,0
2244,Hatton - Fintry West,2021,20,0
2245,Hawick,2021,20,2573
2246,Helensburgh,2021,20,678
2247,Inverclyde,2021,20,6540.66666666667
2248,Inverurie,2021,20,4441
2249,Ironmill Bay,2021,20,737
2250,Kelso,2021,20,2295.5
2251,Kincardine,2021,20,921.5
2252,Kirkcaldy,2021,20,23599
2253,Kirkwall,2021,20,0
2254,Lanark,2021,20,1195
2255,Langholm,2021,20,0
2256,Largs,2021,20,0
2257,Lerwick,2021,20,0
2258,Lesmahagow,2021,20,0
2259,Levenmouth,2021,20,9344.5
2260,Linlithgow,2021,20,22833
2261,Lockerbie,2021,20,0
2262,Lossiemouth,2021,20,6479.66666666667
2263,Mauldslie,2021,20,14924
2264,Maybole,2021,20,409
2265,Meadowhead,2021,20,22005.3333333333
2266,Meadowhead - Kilmarnock HMP,2021,20,11396.4
2267,Nairn,2021,20,402
2268,Neilston,2021,20,4497.5
2269,New Cumnock,2021,20,56283
2270,Newburgh,2021,20,0
2271,Newport & Tayport,2021,20,1449.5
2272,Newtown St Boswell,2021,20,3690
2273,Nigg,2021,20,1632.5
2274,Nigg - Torry,2021,20,0
2275,Paisley,2021,20,2213.5
2276,Paisley - Airport,2021,20,51539
2277,Paisley - Blackhall,2021,20,39020.5
2278,Paisley - Brediland,2021,20,277766
2279,Peebles,2021,20,637
2280,Penicuik,2021,20,196734
2281,Persley - Northfield,2021,20,1250.5
2282,Perth,2021,20,1281.5
2283,Peterhead,2021,20,639.5
2284,Philipshill,2021,20,1595
2285,Sanquhar,2021,20,11322.5
2286,Seafield,2021,20,12643
2287,Selkirk,2021,20,452
2288,Shieldhall,2021,20,78424.5
2289,Shieldhall - Barrhead,2021,20,4310
2290,Shieldhall - Gorbals,2021,20,195909
2291,Shieldhall - Govanhill,2021,20,1468930.5
2292,Shotts,2021,20,6929
2293,Springfield,2021,20,285.5
2294,St Andrews,2021,20,16690
2295,Stevenston,2021,20,19600
2296,Stevenston - Stevenston East,2021,20,1406
2297,Stevenston - Stevenston West,2021,20,121404.5
2298,Stirling,2021,20,917
2299,Stonehouse,2021,20,12707
2300,Stornoway,2021,20,0
2301,Strathaven,2021,20,1138
2302,Swinstie,2021,20,NA
2303,Tillicoultry,2021,20,1352
2304,Troqueer,2021,20,350
2305,Turriff,2021,20,1627
2306,Whitburn,2021,20,2901
2307,Winchburgh,2021,20,282
2308,Allanfearn,2021,21,601.333333333333
2309,Allers,2021,21,4087
2310,Alloa,2021,21,21387
2311,Alva,2021,21,5130.5
2312,Annan,2021,21,0
2313,Ardoch,2021,21,1847.5
2314,Armadale,2021,21,68283
2315,Banchory,2021,21,0
2316,Banff,2021,21,300.333333333333
2317,Bathgate,2021,21,5542
2318,Blackburn,2021,21,17192
2319,Blackridge,2021,21,28015
