Health Area,Site Name,Date,Population Band,Population,Result Description - N1 Gene,Reported Value - N1 Gene (gc/l),Days Since Sampled
Lothian,Blackridge,25/02/2021,2k - 4k,2136,Positive,86959,357 days
Lothian,Blackridge,02/03/2021,2k - 4k,2136,Positive,16632,352 days
Lothian,Blackridge,03/03/2021,2k - 4k,2136,Positive (DNQ),2711,351 days
Lothian,Blackridge,11/03/2021,2k - 4k,2136,Weak Positive,658,343 days
Lothian,Blackridge,12/03/2021,2k - 4k,2136,Weak Positive,658,342 days
Lothian,Blackridge,17/03/2021,2k - 4k,2136,Positive (DNQ),2404,337 days
Lothian,Blackridge,18/03/2021,2k - 4k,2136,Positive (DNQ),3908,336 days
Lothian,Blackridge,24/03/2021,2k - 4k,2136,Positive (DNQ),9940,330 days
Lothian,Blackridge,25/03/2021,2k - 4k,2136,Positive (DNQ),5158,329 days
Lothian,Blackridge,01/04/2021,2k - 4k,2136,Positive,29152,322 days
Lothian,Blackridge,02/04/2021,2k - 4k,2136,Positive,19474,321 days
Lothian,Blackridge,06/04/2021,2k - 4k,2136,Positive,157271,317 days
Lothian,Blackridge,07/04/2021,2k - 4k,2136,Positive,94463,316 days
Lothian,Blackridge,12/04/2021,2k - 4k,2136,Positive,405828,311 days
Lothian,Blackridge,26/04/2021,2k - 4k,2136,Positive,10368,297 days
Lothian,Blackridge,27/04/2021,2k - 4k,2136,Positive (DNQ),8272,296 days
Lothian,Blackridge,04/05/2021,2k - 4k,2136,Positive,17640,289 days
Lothian,Blackridge,05/05/2021,2k - 4k,2136,Positive (DNQ),7316,288 days
Lothian,Blackridge,10/05/2021,2k - 4k,2136,Positive,39429,283 days
Lothian,Blackridge,11/05/2021,2k - 4k,2136,Positive,27365,282 days
Lothian,Blackridge,20/05/2021,2k - 4k,2136,Positive,22112,273 days
Lothian,Blackridge,21/05/2021,2k - 4k,2136,Positive,27671,272 days
Lothian,Blackridge,26/05/2021,2k - 4k,2136,Positive,52673,267 days
Lothian,Blackridge,27/05/2021,2k - 4k,2136,Positive (DNQ),3358,266 days
Lothian,Blackridge,01/06/2021,2k - 4k,2136,Positive,12491,261 days
Lothian,Blackridge,02/06/2021,2k - 4k,2136,Positive,21356,260 days
Lothian,Blackridge,07/06/2021,2k - 4k,2136,Positive (DNQ),8670,255 days
Lothian,Blackridge,09/06/2021,2k - 4k,2136,Positive,27227,253 days
Lothian,Blackridge,14/06/2021,2k - 4k,2136,Positive (DNQ),2462,248 days
Lothian,Blackridge,16/06/2021,2k - 4k,2136,Positive,43640,246 days
Lothian,Blackridge,21/06/2021,2k - 4k,2136,Positive,21594,241 days
Lothian,Blackridge,23/06/2021,2k - 4k,2136,Positive,53229,239 days
Lothian,Blackridge,28/06/2021,2k - 4k,2136,Positive,74900,234 days
Lothian,Blackridge,01/07/2021,2k - 4k,2136,Positive,66281,231 days
Lothian,Blackridge,06/07/2021,2k - 4k,2136,Positive,274474,226 days
Lothian,Blackridge,08/07/2021,2k - 4k,2136,Positive,2126045,224 days
Lothian,Blackridge,13/07/2021,2k - 4k,2136,Positive,5007355,219 days
Lothian,Blackridge,20/07/2021,2k - 4k,2136,Positive,103367,212 days
Lothian,Blackridge,27/07/2021,2k - 4k,2136,Positive,409003,205 days
Lothian,Blackridge,29/07/2021,2k - 4k,2136,Positive,156534,203 days
Lothian,Blackridge,31/08/2021,2k - 4k,2136,Positive,134876,170 days
Lothian,Blackridge,03/09/2021,2k - 4k,2136,Positive,174238,167 days
Lothian,Blackridge,06/09/2021,2k - 4k,2136,Positive,439697,164 days
Lothian,Blackridge,14/09/2021,2k - 4k,2136,Positive,1165432,156 days
Lothian,Blackridge,20/10/2021,2k - 4k,2136,Positive,37892,120 days
Lothian,Blackridge,26/10/2021,2k - 4k,2136,Positive,33320,114 days
Lothian,Blackridge,28/10/2021,2k - 4k,2136,Positive,62615,112 days
Lothian,Blackridge,02/11/2021,2k - 4k,2136,Positive (DNQ),9406,107 days
Lothian,Blackridge,04/11/2021,2k - 4k,2136,Positive,33932,105 days
Lothian,Blackridge,09/11/2021,2k - 4k,2136,Weak Positive,658,100 days
Lothian,Blackridge,16/11/2021,2k - 4k,2136,Positive,49799,93 days
Lothian,Blackridge,18/11/2021,2k - 4k,2136,Positive,96790,91 days
Lothian,Blackridge,23/11/2021,2k - 4k,2136,Positive,57563,86 days
Lothian,Blackridge,25/11/2021,2k - 4k,2136,Positive,117296,84 days
Lothian,Blackridge,30/11/2021,2k - 4k,2136,Positive,87358,79 days
Lothian,Blackridge,07/12/2021,2k - 4k,2136,Positive,89668,72 days
Lothian,Blackridge,14/12/2021,2k - 4k,2136,Positive,223012,65 days
Lothian,Blackridge,16/12/2021,2k - 4k,2136,Positive,24430,63 days
Lothian,Blackridge,05/01/2022,2k - 4k,2136,Positive,14071,43 days
Lothian,Blackridge,11/01/2022,2k - 4k,2136,Positive,25307,37 days
Lothian,Blackridge,13/01/2022,2k - 4k,2136,Positive,43349,35 days
Lothian,Blackridge,20/01/2022,2k - 4k,2136,Positive,9495,28 days
Lothian,Blackridge,27/01/2022,2k - 4k,2136,Positive,25291,21 days
Lothian,Blackridge,01/02/2022,2k - 4k,2136,Positive,195279,16 days
Lothian,Blackridge,04/02/2022,2k - 4k,2136,Positive,84541,13 days
Lothian,Blackridge,08/02/2022,2k - 4k,2136,Positive,68582,9 days
Lothian,Blackridge,11/02/2022,2k - 4k,2136,Positive (DNQ),7670,6 days
Lothian,Dunbar,17/02/2021,4k - 10k,9888,Positive (DNQ),2386,365 days
Lothian,Dunbar,22/02/2021,4k - 10k,9888,Positive,18187,360 days
Lothian,Dunbar,01/03/2021,4k - 10k,9888,Positive,49376,353 days
Lothian,Dunbar,11/03/2021,4k - 10k,9888,Positive,27549,343 days
Lothian,Dunbar,16/03/2021,4k - 10k,9888,Positive (DNQ),6696,338 days
Lothian,Dunbar,23/03/2021,4k - 10k,9888,Positive (DNQ),1658,331 days
Lothian,Dunbar,31/03/2021,4k - 10k,9888,Weak Positive,658,323 days
Lothian,Dunbar,06/04/2021,4k - 10k,9888,Positive (DNQ),2341,317 days
Lothian,Dunbar,12/04/2021,4k - 10k,9888,Negative,0,311 days
Lothian,Dunbar,26/04/2021,4k - 10k,9888,Negative,0,297 days
Lothian,Dunbar,04/05/2021,4k - 10k,9888,Negative,0,289 days
Lothian,Dunbar,10/05/2021,4k - 10k,9888,Negative,0,283 days
Lothian,Dunbar,17/05/2021,4k - 10k,9888,Negative,0,276 days
Lothian,Dunbar,28/05/2021,4k - 10k,9888,Positive (DNQ),6696,265 days
Lothian,Dunbar,07/06/2021,4k - 10k,9888,Positive,39308,255 days
Lothian,Dunbar,14/06/2021,4k - 10k,9888,Positive (DNQ),9722,248 days
Lothian,Dunbar,21/06/2021,4k - 10k,9888,Positive,48780,241 days
Lothian,Dunbar,28/06/2021,4k - 10k,9888,Positive,126039,234 days
Lothian,Dunbar,05/07/2021,4k - 10k,9888,Positive,331133,227 days
Lothian,Dunbar,12/07/2021,4k - 10k,9888,Positive,457147,220 days
Lothian,Dunbar,20/07/2021,4k - 10k,9888,Positive,113747,212 days
Lothian,Dunbar,26/07/2021,4k - 10k,9888,Positive,37337,206 days
Lothian,Dunbar,23/08/2021,4k - 10k,9888,Positive,162049,178 days
Lothian,Dunbar,30/08/2021,4k - 10k,9888,Positive,351300,171 days
Lothian,Dunbar,13/09/2021,4k - 10k,9888,Positive,146913,157 days
Lothian,Dunbar,27/09/2021,4k - 10k,9888,Positive,61763,143 days
Lothian,Dunbar,08/10/2021,4k - 10k,9888,Positive,62963,132 days
Lothian,Dunbar,11/10/2021,4k - 10k,9888,Positive,29290,129 days
Lothian,Dunbar,18/10/2021,4k - 10k,9888,Positive,15344,122 days
Lothian,Dunbar,05/11/2021,4k - 10k,9888,Positive,86412,104 days
Lothian,Dunbar,11/11/2021,4k - 10k,9888,Positive,245759,98 days
Lothian,Dunbar,22/11/2021,4k - 10k,9888,Positive,254932,87 days
Lothian,Dunbar,06/12/2021,4k - 10k,9888,Positive,211835,73 days
Lothian,Dunbar,13/12/2021,4k - 10k,9888,Positive,130689,66 days
Lothian,Dunbar,10/01/2022,4k - 10k,9888,Positive,336547,38 days
Lothian,Dunbar,17/01/2022,4k - 10k,9888,Positive,93618,31 days
Lothian,Dunbar,24/01/2022,4k - 10k,9888,Positive,57979,24 days
Lothian,Dunbar,07/02/2022,4k - 10k,9888,Positive,77799,10 days
Lothian,East Calder,17/12/2020,10k - 100k,73313,Positive,195138,427 days
Lothian,East Calder,21/12/2020,10k - 100k,73313,Positive,39219,423 days
Lothian,East Calder,04/01/2021,10k - 100k,73313,Positive,81315,409 days
Lothian,East Calder,11/01/2021,10k - 100k,73313,Positive,28408,402 days
Lothian,East Calder,18/01/2021,10k - 100k,73313,Positive,25227,395 days
Lothian,East Calder,25/01/2021,10k - 100k,73313,Positive,143904,388 days
Lothian,East Calder,01/02/2021,10k - 100k,73313,Positive,42573,381 days
Lothian,East Calder,08/02/2021,10k - 100k,73313,Positive,118692,374 days
Lothian,East Calder,15/02/2021,10k - 100k,73313,Positive,49452,367 days
Lothian,East Calder,22/02/2021,10k - 100k,73313,Positive,63070,360 days
Lothian,East Calder,27/02/2021,10k - 100k,73313,Positive,28728,355 days
Lothian,East Calder,01/03/2021,10k - 100k,73313,Positive,25363,353 days
Lothian,East Calder,08/03/2021,10k - 100k,73313,Positive,51316,346 days
Lothian,East Calder,10/03/2021,10k - 100k,73313,Positive,54615,344 days
Lothian,East Calder,15/03/2021,10k - 100k,73313,Positive,76771,339 days
Lothian,East Calder,17/03/2021,10k - 100k,73313,Positive,111623,337 days
Lothian,East Calder,22/03/2021,10k - 100k,73313,Positive,49120,332 days
Lothian,East Calder,24/03/2021,10k - 100k,73313,Positive,56472,330 days
Lothian,East Calder,29/03/2021,10k - 100k,73313,Positive,78207,325 days
Lothian,East Calder,31/03/2021,10k - 100k,73313,Positive,30961,323 days
Lothian,East Calder,05/04/2021,10k - 100k,73313,Positive,77847,318 days
Lothian,East Calder,07/04/2021,10k - 100k,73313,Positive,25313,316 days
Lothian,East Calder,12/04/2021,10k - 100k,73313,Positive,32738,311 days
Lothian,East Calder,14/04/2021,10k - 100k,73313,Positive,17773,309 days
Lothian,East Calder,26/04/2021,10k - 100k,73313,Positive (DNQ),1946,297 days
Lothian,East Calder,28/04/2021,10k - 100k,73313,Positive (DNQ),1644,295 days
Lothian,East Calder,03/05/2021,10k - 100k,73313,Positive (DNQ),5001,290 days
Lothian,East Calder,05/05/2021,10k - 100k,73313,Positive (DNQ),2928,288 days
Lothian,East Calder,10/05/2021,10k - 100k,73313,Positive (DNQ),2328,283 days
Lothian,East Calder,13/05/2021,10k - 100k,73313,Positive (DNQ),3578,280 days
Lothian,East Calder,17/05/2021,10k - 100k,73313,Positive (DNQ),4690,276 days
Lothian,East Calder,19/05/2021,10k - 100k,73313,Weak Positive,658,274 days
Lothian,East Calder,24/05/2021,10k - 100k,73313,Positive,11242,269 days
Lothian,East Calder,26/05/2021,10k - 100k,73313,Positive,15472,267 days
Lothian,East Calder,31/05/2021,10k - 100k,73313,Positive,12846,262 days
Lothian,East Calder,02/06/2021,10k - 100k,73313,Positive,11409,260 days
Lothian,East Calder,07/06/2021,10k - 100k,73313,Positive,24198,255 days
Lothian,East Calder,09/06/2021,10k - 100k,73313,Positive (DNQ),5347,253 days
Lothian,East Calder,14/06/2021,10k - 100k,73313,Positive (DNQ),9559,248 days
Lothian,East Calder,16/06/2021,10k - 100k,73313,Positive,15510,246 days
Lothian,East Calder,21/06/2021,10k - 100k,73313,Positive,38423,241 days
Lothian,East Calder,23/06/2021,10k - 100k,73313,Positive,44252,239 days
Lothian,East Calder,28/06/2021,10k - 100k,73313,Positive,33704,234 days
Lothian,East Calder,30/06/2021,10k - 100k,73313,Positive,61357,232 days
Lothian,East Calder,05/07/2021,10k - 100k,73313,Positive,167836,227 days
Lothian,East Calder,07/07/2021,10k - 100k,73313,Positive,162595,225 days
Lothian,East Calder,12/07/2021,10k - 100k,73313,Positive,107366,220 days
Lothian,East Calder,19/07/2021,10k - 100k,73313,Positive,79096,213 days
Lothian,East Calder,21/07/2021,10k - 100k,73313,Positive,99819,211 days
Lothian,East Calder,26/07/2021,10k - 100k,73313,Positive,132635,206 days
Lothian,East Calder,04/08/2021,10k - 100k,73313,Positive,77699,197 days
Lothian,East Calder,11/08/2021,10k - 100k,73313,Positive,33292,190 days
Lothian,East Calder,16/08/2021,10k - 100k,73313,Positive,82650,185 days
Lothian,East Calder,18/08/2021,10k - 100k,73313,Positive,522450,183 days
Lothian,East Calder,30/08/2021,10k - 100k,73313,Positive,332527,171 days
Lothian,East Calder,01/09/2021,10k - 100k,73313,Positive,265564,169 days
Lothian,East Calder,06/09/2021,10k - 100k,73313,Positive,769658,164 days
Lothian,East Calder,08/09/2021,10k - 100k,73313,Positive,221240,162 days
Lothian,East Calder,15/09/2021,10k - 100k,73313,Positive,336120,155 days
Lothian,East Calder,22/09/2021,10k - 100k,73313,Positive,214310,148 days
Lothian,East Calder,27/09/2021,10k - 100k,73313,Positive,315461,143 days
Lothian,East Calder,29/09/2021,10k - 100k,73313,Positive,506705,141 days
Lothian,East Calder,04/10/2021,10k - 100k,73313,Positive,403064,136 days
Lothian,East Calder,11/10/2021,10k - 100k,73313,Positive,335583,129 days
Lothian,East Calder,13/10/2021,10k - 100k,73313,Positive,227439,127 days
Lothian,East Calder,18/10/2021,10k - 100k,73313,Positive,111181,122 days
Lothian,East Calder,20/10/2021,10k - 100k,73313,Positive,202953,120 days
Lothian,East Calder,25/10/2021,10k - 100k,73313,Positive,168563,115 days
Lothian,East Calder,28/10/2021,10k - 100k,73313,Positive,112551,112 days
Lothian,East Calder,01/11/2021,10k - 100k,73313,Positive,167021,108 days
Lothian,East Calder,03/11/2021,10k - 100k,73313,Positive,295441,106 days
Lothian,East Calder,05/11/2021,10k - 100k,73313,Positive,293886,104 days
Lothian,East Calder,08/11/2021,10k - 100k,73313,Positive,171493,101 days
Lothian,East Calder,10/11/2021,10k - 100k,73313,Positive,90426,99 days
Lothian,East Calder,12/11/2021,10k - 100k,73313,Positive,138593,97 days
Lothian,East Calder,15/11/2021,10k - 100k,73313,Positive,130744,94 days
Lothian,East Calder,17/11/2021,10k - 100k,73313,Positive,108734,92 days
Lothian,East Calder,19/11/2021,10k - 100k,73313,Positive,61826,90 days
Lothian,East Calder,22/11/2021,10k - 100k,73313,Positive,75011,87 days
Lothian,East Calder,29/11/2021,10k - 100k,73313,Positive,318658,80 days
Lothian,East Calder,06/12/2021,10k - 100k,73313,Positive,359177,73 days
Lothian,East Calder,08/12/2021,10k - 100k,73313,Positive,53978,71 days
Lothian,East Calder,10/12/2021,10k - 100k,73313,Positive,58096,69 days
Lothian,East Calder,15/12/2021,10k - 100k,73313,Positive,683154,64 days
Lothian,East Calder,17/12/2021,10k - 100k,73313,Positive,272453,62 days
Lothian,East Calder,20/12/2021,10k - 100k,73313,Positive,332040,59 days
Lothian,East Calder,29/12/2021,10k - 100k,73313,Positive,667416,50 days
Lothian,East Calder,05/01/2022,10k - 100k,73313,Positive,164819,43 days
Lothian,East Calder,07/01/2022,10k - 100k,73313,Positive,177140,41 days
Lothian,East Calder,10/01/2022,10k - 100k,73313,Positive,206956,38 days
Lothian,East Calder,12/01/2022,10k - 100k,73313,Positive,94086,36 days
Lothian,East Calder,14/01/2022,10k - 100k,73313,Positive,173684,34 days
Lothian,East Calder,17/01/2022,10k - 100k,73313,Positive,51740,31 days
Lothian,East Calder,19/01/2022,10k - 100k,73313,Positive,185191,29 days
Lothian,East Calder,21/01/2022,10k - 100k,73313,Positive,125766,27 days
Lothian,East Calder,24/01/2022,10k - 100k,73313,Positive,174066,24 days
Lothian,East Calder,28/01/2022,10k - 100k,73313,Positive,117070,20 days
Lothian,East Calder,31/01/2022,10k - 100k,73313,Positive,149022,17 days
Lothian,East Calder,02/02/2022,10k - 100k,73313,Positive,95356,15 days
Lothian,East Calder,04/02/2022,10k - 100k,73313,Positive,361143,13 days
Lothian,East Calder,07/02/2022,10k - 100k,73313,Positive,69100,10 days
Lothian,East Calder,09/02/2022,10k - 100k,73313,Positive,299392,8 days
Lothian,East Calder,11/02/2022,10k - 100k,73313,Positive,66743,6 days
Lothian,Fauldhouse,18/12/2020,4k - 10k,4911,Positive,25552,426 days
Lothian,Fauldhouse,21/12/2020,4k - 10k,4911,Positive (DNQ),5267,423 days
Lothian,Fauldhouse,31/12/2020,4k - 10k,4911,Positive (DNQ),4447,413 days
Lothian,Fauldhouse,07/01/2021,4k - 10k,4911,Positive,115165,406 days
Lothian,Fauldhouse,12/01/2021,4k - 10k,4911,Positive,41875,401 days
Lothian,Fauldhouse,22/01/2021,4k - 10k,4911,Positive,27471,391 days
Lothian,Fauldhouse,27/01/2021,4k - 10k,4911,Positive (DNQ),5879,386 days
Lothian,Fauldhouse,04/02/2021,4k - 10k,4911,Positive,24884,378 days
Lothian,Fauldhouse,05/02/2021,4k - 10k,4911,Positive,21882,377 days
Lothian,Fauldhouse,15/02/2021,4k - 10k,4911,Positive (DNQ),8139,367 days
Lothian,Fauldhouse,19/02/2021,4k - 10k,4911,Positive (DNQ),8057,363 days
Lothian,Fauldhouse,23/02/2021,4k - 10k,4911,Positive,69435,359 days
Lothian,Fauldhouse,25/02/2021,4k - 10k,4911,Positive,18506,357 days
Lothian,Fauldhouse,03/03/2021,4k - 10k,4911,Positive,116131,351 days
Lothian,Fauldhouse,04/03/2021,4k - 10k,4911,Positive,99646,350 days
Lothian,Fauldhouse,11/03/2021,4k - 10k,4911,Positive,24379,343 days
Lothian,Fauldhouse,12/03/2021,4k - 10k,4911,Positive (DNQ),1917,342 days
Lothian,Fauldhouse,17/03/2021,4k - 10k,4911,Positive,21505,337 days
Lothian,Fauldhouse,18/03/2021,4k - 10k,4911,Positive,34305,336 days
Lothian,Fauldhouse,24/03/2021,4k - 10k,4911,Positive (DNQ),6070,330 days
Lothian,Fauldhouse,25/03/2021,4k - 10k,4911,Positive (DNQ),2876,329 days
Lothian,Fauldhouse,01/04/2021,4k - 10k,4911,Positive (DNQ),5843,322 days
Lothian,Fauldhouse,02/04/2021,4k - 10k,4911,Positive (DNQ),1398,321 days
Lothian,Fauldhouse,12/04/2021,4k - 10k,4911,Negative,0,311 days
Lothian,Fauldhouse,13/04/2021,4k - 10k,4911,Weak Positive,658,310 days
Lothian,Fauldhouse,26/04/2021,4k - 10k,4911,Positive (DNQ),1863,297 days
Lothian,Fauldhouse,27/04/2021,4k - 10k,4911,Positive (DNQ),4306,296 days
Lothian,Fauldhouse,04/05/2021,4k - 10k,4911,Positive (DNQ),4749,289 days
Lothian,Fauldhouse,10/05/2021,4k - 10k,4911,Positive (DNQ),3258,283 days
Lothian,Fauldhouse,11/05/2021,4k - 10k,4911,Weak Positive,658,282 days
Lothian,Fauldhouse,20/05/2021,4k - 10k,4911,Negative,0,273 days
Lothian,Fauldhouse,21/05/2021,4k - 10k,4911,Negative,0,272 days
Lothian,Fauldhouse,26/05/2021,4k - 10k,4911,Positive (DNQ),2346,267 days
Lothian,Fauldhouse,27/05/2021,4k - 10k,4911,Negative,0,266 days
Lothian,Fauldhouse,31/05/2021,4k - 10k,4911,Weak Positive,658,262 days
Lothian,Fauldhouse,02/06/2021,4k - 10k,4911,Positive,60718,260 days
Lothian,Fauldhouse,07/06/2021,4k - 10k,4911,Positive,14470,255 days
Lothian,Fauldhouse,09/06/2021,4k - 10k,4911,Positive,24286,253 days
Lothian,Fauldhouse,14/06/2021,4k - 10k,4911,Positive,129729,248 days
Lothian,Fauldhouse,16/06/2021,4k - 10k,4911,Positive,17330,246 days
Lothian,Fauldhouse,21/06/2021,4k - 10k,4911,Positive,199626,241 days
Lothian,Fauldhouse,23/06/2021,4k - 10k,4911,Positive,129624,239 days
Lothian,Fauldhouse,28/06/2021,4k - 10k,4911,Positive,285003,234 days
Lothian,Fauldhouse,01/07/2021,4k - 10k,4911,Positive,214983,231 days
Lothian,Fauldhouse,06/07/2021,4k - 10k,4911,Positive,431702,226 days
Lothian,Fauldhouse,08/07/2021,4k - 10k,4911,Positive,617986,224 days
Lothian,Fauldhouse,20/07/2021,4k - 10k,4911,Positive,368515,212 days
Lothian,Fauldhouse,23/07/2021,4k - 10k,4911,Positive,133845,209 days
Lothian,Fauldhouse,27/07/2021,4k - 10k,4911,Positive,137476,205 days
Lothian,Fauldhouse,29/07/2021,4k - 10k,4911,Positive,68024,203 days
Lothian,Fauldhouse,04/08/2021,4k - 10k,4911,Positive,16177,197 days
Lothian,Fauldhouse,16/08/2021,4k - 10k,4911,Positive,87449,185 days
Lothian,Fauldhouse,18/08/2021,4k - 10k,4911,Positive,269443,183 days
Lothian,Fauldhouse,23/08/2021,4k - 10k,4911,Positive,540478,178 days
Lothian,Fauldhouse,03/09/2021,4k - 10k,4911,Positive,1179788,167 days
Lothian,Fauldhouse,08/09/2021,4k - 10k,4911,Positive,694858,162 days
Lothian,Fauldhouse,14/09/2021,4k - 10k,4911,Positive,387858,156 days
Lothian,Fauldhouse,23/09/2021,4k - 10k,4911,Positive,280565,147 days
Lothian,Fauldhouse,01/10/2021,4k - 10k,4911,Positive,54011,139 days
Lothian,Fauldhouse,18/10/2021,4k - 10k,4911,Positive,94386,122 days
Lothian,Fauldhouse,20/10/2021,4k - 10k,4911,Positive,42651,120 days
Lothian,Fauldhouse,26/10/2021,4k - 10k,4911,Positive,500001,114 days
Lothian,Fauldhouse,28/10/2021,4k - 10k,4911,Positive,185312,112 days
Lothian,Fauldhouse,02/11/2021,4k - 10k,4911,Positive,15692,107 days
Lothian,Fauldhouse,04/11/2021,4k - 10k,4911,Positive,99991,105 days
Lothian,Fauldhouse,09/11/2021,4k - 10k,4911,Positive,38650,100 days
Lothian,Fauldhouse,11/11/2021,4k - 10k,4911,Positive,118430,98 days
Lothian,Fauldhouse,16/11/2021,4k - 10k,4911,Positive,90616,93 days
Lothian,Fauldhouse,18/11/2021,4k - 10k,4911,Positive,153529,91 days
Lothian,Fauldhouse,23/11/2021,4k - 10k,4911,Positive,244297,86 days
Lothian,Fauldhouse,25/11/2021,4k - 10k,4911,Positive,416300,84 days
Lothian,Fauldhouse,07/12/2021,4k - 10k,4911,Positive,54679,72 days
Lothian,Fauldhouse,16/12/2021,4k - 10k,4911,Positive,147889,63 days
Lothian,Fauldhouse,05/01/2022,4k - 10k,4911,Positive,64513,43 days
Lothian,Fauldhouse,20/01/2022,4k - 10k,4911,Positive,68159,28 days
Lothian,Fauldhouse,04/02/2022,4k - 10k,4911,Positive,118390,13 days
Lothian,Fauldhouse,08/02/2022,4k - 10k,4911,Positive,215521,9 days
Lothian,Fauldhouse,11/02/2022,4k - 10k,4911,Positive,150503,6 days
Lothian,Linlithgow,14/12/2020,10k - 100k,12531,Positive,12650,430 days
Lothian,Linlithgow,21/12/2020,10k - 100k,12531,Positive,13810,423 days
Lothian,Linlithgow,05/01/2021,10k - 100k,12531,Positive,64024,408 days
Lothian,Linlithgow,11/01/2021,10k - 100k,12531,Positive,27134,402 days
Lothian,Linlithgow,22/01/2021,10k - 100k,12531,Positive,21614,391 days
Lothian,Linlithgow,27/01/2021,10k - 100k,12531,Positive (DNQ),6940,386 days
Lothian,Linlithgow,29/01/2021,10k - 100k,12531,Positive (DNQ),8544,384 days
Lothian,Linlithgow,03/02/2021,10k - 100k,12531,Weak Positive,658,379 days
Lothian,Linlithgow,04/02/2021,10k - 100k,12531,Positive (DNQ),9884,378 days
Lothian,Linlithgow,11/02/2021,10k - 100k,12531,Positive,15175,371 days
Lothian,Linlithgow,12/02/2021,10k - 100k,12531,Positive (DNQ),2137,370 days
