Health Area,Site Name,Date,Population Band,Population,Result Description - N1 Gene,Reported Value - N1 Gene (gc/l),Days Since Sampled
Ayrshire and Arran,Meadowhead,19/11/2021,100k +,190898,Positive,70709,90 days
Ayrshire and Arran,Meadowhead,22/11/2021,100k +,190898,Positive,167710,87 days
Ayrshire and Arran,Meadowhead,23/11/2021,100k +,190898,Positive,146446,86 days
Ayrshire and Arran,Meadowhead,24/11/2021,100k +,190898,Positive,48975,85 days
Ayrshire and Arran,Meadowhead,25/11/2021,100k +,190898,Positive,121909,84 days
Ayrshire and Arran,Meadowhead,29/11/2021,100k +,190898,Positive,63856,80 days
Ayrshire and Arran,Meadowhead,30/11/2021,100k +,190898,Positive,168802,79 days
Ayrshire and Arran,Meadowhead,01/12/2021,100k +,190898,Positive,82569,78 days
Ayrshire and Arran,Meadowhead,06/12/2021,100k +,190898,Positive,147548,73 days
Ayrshire and Arran,Meadowhead,07/12/2021,100k +,190898,Positive,73092,72 days
Ayrshire and Arran,Meadowhead,08/12/2021,100k +,190898,Positive,17991,71 days
Ayrshire and Arran,Meadowhead,09/12/2021,100k +,190898,Positive,47933,70 days
Ayrshire and Arran,Meadowhead,13/12/2021,100k +,190898,Positive,77321,66 days
Ayrshire and Arran,Meadowhead,14/12/2021,100k +,190898,Positive,188161,65 days
Ayrshire and Arran,Meadowhead,15/12/2021,100k +,190898,Positive,79289,64 days
Ayrshire and Arran,Meadowhead,16/12/2021,100k +,190898,Positive,68484,63 days
Ayrshire and Arran,Meadowhead,20/12/2021,100k +,190898,Positive,181318,59 days
Ayrshire and Arran,Meadowhead,29/12/2021,100k +,190898,Positive,374464,50 days
Ayrshire and Arran,Meadowhead,07/01/2022,100k +,190898,Positive,101949,41 days
Ayrshire and Arran,Meadowhead,10/01/2022,100k +,190898,Positive,52762,38 days
Ayrshire and Arran,Meadowhead,11/01/2022,100k +,190898,Positive,31607,37 days
Ayrshire and Arran,Meadowhead,12/01/2022,100k +,190898,Positive,46130,36 days
Ayrshire and Arran,Meadowhead,13/01/2022,100k +,190898,Positive,114143,35 days
Ayrshire and Arran,Meadowhead,17/01/2022,100k +,190898,Positive,94215,31 days
Ayrshire and Arran,Meadowhead,18/01/2022,100k +,190898,Positive,57427,30 days
Ayrshire and Arran,Meadowhead,19/01/2022,100k +,190898,Positive,82660,29 days
Ayrshire and Arran,Meadowhead,20/01/2022,100k +,190898,Positive,27130,28 days
Ayrshire and Arran,Meadowhead,24/01/2022,100k +,190898,Positive,26687,24 days
Ayrshire and Arran,Meadowhead,25/01/2022,100k +,190898,Positive,44401,23 days
Ayrshire and Arran,Meadowhead,26/01/2022,100k +,190898,Positive,62326,22 days
Ayrshire and Arran,Meadowhead,27/01/2022,100k +,190898,Positive,36299,21 days
Ayrshire and Arran,Meadowhead,31/01/2022,100k +,190898,Positive,49175,17 days
Ayrshire and Arran,Meadowhead,01/02/2022,100k +,190898,Positive,70173,16 days
Ayrshire and Arran,Meadowhead,02/02/2022,100k +,190898,Positive,26256,15 days
Ayrshire and Arran,Meadowhead,03/02/2022,100k +,190898,Positive,38609,14 days
Ayrshire and Arran,Meadowhead,07/02/2022,100k +,190898,Positive (DNQ),8247,10 days
Ayrshire and Arran,Meadowhead,08/02/2022,100k +,190898,Positive,59960,9 days
Ayrshire and Arran,Meadowhead,09/02/2022,100k +,190898,Positive,61656,8 days
Ayrshire and Arran,Meadowhead,10/02/2022,100k +,190898,Positive,74814,7 days
Ayrshire and Arran,Muirkirk,10/02/2021,0 - 2k,1604,Positive,49532,372 days
Ayrshire and Arran,Muirkirk,11/02/2021,0 - 2k,1604,Positive,10106,371 days
Ayrshire and Arran,Muirkirk,17/02/2021,0 - 2k,1604,Positive (DNQ),3649,365 days
Ayrshire and Arran,Muirkirk,19/02/2021,0 - 2k,1604,Weak Positive,658,363 days
Ayrshire and Arran,Muirkirk,23/02/2021,0 - 2k,1604,Positive (DNQ),4968,359 days
Ayrshire and Arran,Muirkirk,24/02/2021,0 - 2k,1604,Weak Positive,658,358 days
Ayrshire and Arran,Muirkirk,02/03/2021,0 - 2k,1604,Positive (DNQ),3741,352 days
Ayrshire and Arran,Muirkirk,03/03/2021,0 - 2k,1604,Positive,11361,351 days
Ayrshire and Arran,Muirkirk,08/03/2021,0 - 2k,1604,Positive (DNQ),2054,346 days
Ayrshire and Arran,Muirkirk,09/03/2021,0 - 2k,1604,Positive (DNQ),4088,345 days
Ayrshire and Arran,Muirkirk,15/03/2021,0 - 2k,1604,Negative,0,339 days
Ayrshire and Arran,Muirkirk,19/03/2021,0 - 2k,1604,Negative,0,335 days
Ayrshire and Arran,Muirkirk,22/03/2021,0 - 2k,1604,Weak Positive,658,332 days
Ayrshire and Arran,Muirkirk,23/03/2021,0 - 2k,1604,Positive,16569,331 days
Ayrshire and Arran,Muirkirk,30/03/2021,0 - 2k,1604,Negative,0,324 days
Ayrshire and Arran,Muirkirk,08/04/2021,0 - 2k,1604,Positive,13999,315 days
Ayrshire and Arran,Muirkirk,12/04/2021,0 - 2k,1604,Positive,92630,311 days
Ayrshire and Arran,Muirkirk,28/04/2021,0 - 2k,1604,Weak Positive,658,295 days
Ayrshire and Arran,Muirkirk,29/04/2021,0 - 2k,1604,Weak Positive,658,294 days
Ayrshire and Arran,Muirkirk,05/05/2021,0 - 2k,1604,Weak Positive,658,288 days
Ayrshire and Arran,Muirkirk,07/05/2021,0 - 2k,1604,Negative,0,286 days
Ayrshire and Arran,New Cumnock,07/01/2021,2k - 4k,3471,Positive,205164,406 days
Ayrshire and Arran,New Cumnock,14/01/2021,2k - 4k,3471,Positive (DNQ),9265,399 days
Ayrshire and Arran,New Cumnock,19/01/2021,2k - 4k,3471,Positive,19825,394 days
Ayrshire and Arran,New Cumnock,03/02/2021,2k - 4k,3471,Positive,482347,379 days
Ayrshire and Arran,New Cumnock,11/02/2021,2k - 4k,3471,Positive,25722,371 days
Ayrshire and Arran,New Cumnock,19/02/2021,2k - 4k,3471,Positive,10246,363 days
Ayrshire and Arran,New Cumnock,23/02/2021,2k - 4k,3471,Positive,33908,359 days
Ayrshire and Arran,New Cumnock,01/03/2021,2k - 4k,3471,Positive,28861,353 days
Ayrshire and Arran,New Cumnock,08/03/2021,2k - 4k,3471,Positive (DNQ),6609,346 days
Ayrshire and Arran,New Cumnock,15/03/2021,2k - 4k,3471,Positive (DNQ),5450,339 days
Ayrshire and Arran,New Cumnock,22/03/2021,2k - 4k,3471,Positive (DNQ),4211,332 days
Ayrshire and Arran,New Cumnock,30/03/2021,2k - 4k,3471,Negative,0,324 days
Ayrshire and Arran,New Cumnock,06/04/2021,2k - 4k,3471,Negative,0,317 days
Ayrshire and Arran,New Cumnock,07/05/2021,2k - 4k,3471,Positive (DNQ),3578,286 days
Ayrshire and Arran,New Cumnock,10/05/2021,2k - 4k,3471,Positive,19174,283 days
Ayrshire and Arran,New Cumnock,19/05/2021,2k - 4k,3471,Positive,56283,274 days
Ayrshire and Arran,New Cumnock,26/05/2021,2k - 4k,3471,Positive (DNQ),4062,267 days
Ayrshire and Arran,New Cumnock,02/06/2021,2k - 4k,3471,Positive (DNQ),1624,260 days
Ayrshire and Arran,New Cumnock,09/06/2021,2k - 4k,3471,Positive,18370,253 days
Ayrshire and Arran,New Cumnock,16/06/2021,2k - 4k,3471,Positive,22740,246 days
Ayrshire and Arran,New Cumnock,22/06/2021,2k - 4k,3471,Positive (DNQ),9565,240 days
Ayrshire and Arran,New Cumnock,29/06/2021,2k - 4k,3471,Positive,145337,233 days
Ayrshire and Arran,New Cumnock,06/07/2021,2k - 4k,3471,Positive,151587,226 days
Ayrshire and Arran,New Cumnock,16/07/2021,2k - 4k,3471,Positive,132253,216 days
Ayrshire and Arran,New Cumnock,20/07/2021,2k - 4k,3471,Positive,85509,212 days
Ayrshire and Arran,New Cumnock,26/07/2021,2k - 4k,3471,Positive,55361,206 days
Ayrshire and Arran,New Cumnock,30/08/2021,2k - 4k,3471,Positive,85137,171 days
Ayrshire and Arran,New Cumnock,06/09/2021,2k - 4k,3471,Positive,347747,164 days
Ayrshire and Arran,New Cumnock,15/09/2021,2k - 4k,3471,Positive,296847,155 days
Ayrshire and Arran,New Cumnock,18/10/2021,2k - 4k,3471,Positive,37705,122 days
Ayrshire and Arran,New Cumnock,27/10/2021,2k - 4k,3471,Positive (DNQ),7031,113 days
Ayrshire and Arran,New Cumnock,05/11/2021,2k - 4k,3471,Positive,74674,104 days
Ayrshire and Arran,New Cumnock,17/11/2021,2k - 4k,3471,Positive,53582,92 days
Ayrshire and Arran,New Cumnock,07/12/2021,2k - 4k,3471,Positive,62919,72 days
Ayrshire and Arran,New Cumnock,14/12/2021,2k - 4k,3471,Positive,19274,65 days
Ayrshire and Arran,New Cumnock,04/01/2022,2k - 4k,3471,Positive,403746,44 days
Ayrshire and Arran,New Cumnock,17/01/2022,2k - 4k,3471,Positive,23666,31 days
Ayrshire and Arran,New Cumnock,03/02/2022,2k - 4k,3471,Positive,25374,14 days
Ayrshire and Arran,New Cumnock,10/02/2022,2k - 4k,3471,Positive,59230,7 days
Ayrshire and Arran,Stevenston,31/12/1899,10k - 100k,69291,Positive,14667,44608 days
Ayrshire and Arran,Stevenston,11/02/2021,10k - 100k,69291,Positive,22254,371 days
Ayrshire and Arran,Stevenston,12/02/2021,10k - 100k,69291,Positive,14989,370 days
Ayrshire and Arran,Stevenston,16/02/2021,10k - 100k,69291,Positive,25634,366 days
Ayrshire and Arran,Stevenston,19/02/2021,10k - 100k,69291,Positive,55005,363 days
Ayrshire and Arran,Stevenston,23/02/2021,10k - 100k,69291,Positive,36913,359 days
Ayrshire and Arran,Stevenston,26/02/2021,10k - 100k,69291,Positive,15614,356 days
Ayrshire and Arran,Stevenston,02/03/2021,10k - 100k,69291,Positive,21084,352 days
Ayrshire and Arran,Stevenston,05/03/2021,10k - 100k,69291,Positive (DNQ),6559,349 days
Ayrshire and Arran,Stevenston,09/03/2021,10k - 100k,69291,Positive (DNQ),5620,345 days
Ayrshire and Arran,Stevenston,12/03/2021,10k - 100k,69291,Positive (DNQ),3783,342 days
Ayrshire and Arran,Stevenston,16/03/2021,10k - 100k,69291,Positive (DNQ),5004,338 days
Ayrshire and Arran,Stevenston,19/03/2021,10k - 100k,69291,Positive (DNQ),8625,335 days
Ayrshire and Arran,Stevenston,23/03/2021,10k - 100k,69291,Positive,14189,331 days
Ayrshire and Arran,Stevenston,26/03/2021,10k - 100k,69291,Positive,12683,328 days
Ayrshire and Arran,Stevenston,30/03/2021,10k - 100k,69291,Positive,10633,324 days
Ayrshire and Arran,Stevenston,02/04/2021,10k - 100k,69291,Positive,10121,321 days
Ayrshire and Arran,Stevenston,06/04/2021,10k - 100k,69291,Positive (DNQ),6317,317 days
Ayrshire and Arran,Stevenston,09/04/2021,10k - 100k,69291,Positive (DNQ),7207,314 days
Ayrshire and Arran,Stevenston,13/04/2021,10k - 100k,69291,Positive (DNQ),1578,310 days
Ayrshire and Arran,Stevenston,23/04/2021,10k - 100k,69291,Positive (DNQ),3869,300 days
Ayrshire and Arran,Stevenston,27/04/2021,10k - 100k,69291,Positive (DNQ),2635,296 days
Ayrshire and Arran,Stevenston,30/04/2021,10k - 100k,69291,Positive (DNQ),2789,293 days
Ayrshire and Arran,Stevenston,04/05/2021,10k - 100k,69291,Weak Positive,658,289 days
Ayrshire and Arran,Stevenston,07/05/2021,10k - 100k,69291,Positive (DNQ),6050,286 days
Ayrshire and Arran,Stevenston,11/05/2021,10k - 100k,69291,Positive (DNQ),3858,282 days
Ayrshire and Arran,Stevenston,14/05/2021,10k - 100k,69291,Positive (DNQ),5693,279 days
Ayrshire and Arran,Stevenston,18/05/2021,10k - 100k,69291,Positive,31170,275 days
Ayrshire and Arran,Stevenston,21/05/2021,10k - 100k,69291,Positive (DNQ),8031,272 days
Ayrshire and Arran,Stevenston,25/05/2021,10k - 100k,69291,Positive,10132,268 days
Ayrshire and Arran,Stevenston,28/05/2021,10k - 100k,69291,Positive (DNQ),3024,265 days
Ayrshire and Arran,Stevenston,01/06/2021,10k - 100k,69291,Positive,19242,261 days
Ayrshire and Arran,Stevenston,04/06/2021,10k - 100k,69291,Positive,14673,258 days
Ayrshire and Arran,Stevenston,08/06/2021,10k - 100k,69291,Positive (DNQ),11702,254 days
Ayrshire and Arran,Stevenston,11/06/2021,10k - 100k,69291,Positive,26312,251 days
Ayrshire and Arran,Stevenston,15/06/2021,10k - 100k,69291,Positive (DNQ),10575,247 days
Ayrshire and Arran,Stevenston,18/06/2021,10k - 100k,69291,Positive,25540,244 days
Ayrshire and Arran,Stevenston,22/06/2021,10k - 100k,69291,Positive,29934,240 days
Ayrshire and Arran,Stevenston,25/06/2021,10k - 100k,69291,Positive,43404,237 days
Ayrshire and Arran,Stevenston,29/06/2021,10k - 100k,69291,Positive,50686,233 days
Ayrshire and Arran,Stevenston,06/07/2021,10k - 100k,69291,Positive,20206,226 days
Ayrshire and Arran,Stevenston,09/07/2021,10k - 100k,69291,Positive,64172,223 days
Ayrshire and Arran,Stevenston,13/07/2021,10k - 100k,69291,Positive,67697,219 days
Ayrshire and Arran,Stevenston,16/07/2021,10k - 100k,69291,Positive,45265,216 days
Ayrshire and Arran,Stevenston,20/07/2021,10k - 100k,69291,Positive,32592,212 days
Ayrshire and Arran,Stevenston,23/07/2021,10k - 100k,69291,Positive,15273,209 days
Ayrshire and Arran,Stevenston,27/07/2021,10k - 100k,69291,Positive,27335,205 days
Ayrshire and Arran,Stevenston,30/07/2021,10k - 100k,69291,Positive,56844,202 days
Ayrshire and Arran,Stevenston,03/08/2021,10k - 100k,69291,Positive,56537,198 days
Ayrshire and Arran,Stevenston,06/08/2021,10k - 100k,69291,Positive,17103,195 days
Ayrshire and Arran,Stevenston,10/08/2021,10k - 100k,69291,Positive,12094,191 days
Ayrshire and Arran,Stevenston,13/08/2021,10k - 100k,69291,Positive,83340,188 days
Ayrshire and Arran,Stevenston,20/08/2021,10k - 100k,69291,Positive,214805,181 days
Ayrshire and Arran,Stevenston,24/08/2021,10k - 100k,69291,Positive,70114,177 days
Ayrshire and Arran,Stevenston,27/08/2021,10k - 100k,69291,Positive,236785,174 days
Ayrshire and Arran,Stevenston,31/08/2021,10k - 100k,69291,Positive,64981,170 days
Ayrshire and Arran,Stevenston,03/09/2021,10k - 100k,69291,Positive,167333,167 days
Ayrshire and Arran,Stevenston,08/09/2021,10k - 100k,69291,Positive,93265,162 days
Ayrshire and Arran,Stevenston,14/09/2021,10k - 100k,69291,Positive,81473,156 days
Ayrshire and Arran,Stevenston,17/09/2021,10k - 100k,69291,Positive,86448,153 days
Ayrshire and Arran,Stevenston,24/09/2021,10k - 100k,69291,Positive,73051,146 days
Ayrshire and Arran,Stevenston,28/09/2021,10k - 100k,69291,Positive,21950,142 days
Ayrshire and Arran,Stevenston,01/10/2021,10k - 100k,69291,Positive (DNQ),7675,139 days
Ayrshire and Arran,Stevenston,05/10/2021,10k - 100k,69291,Positive,14707,135 days
Ayrshire and Arran,Stevenston,08/10/2021,10k - 100k,69291,Positive,54323,132 days
Ayrshire and Arran,Stevenston,12/10/2021,10k - 100k,69291,Positive,29299,128 days
Ayrshire and Arran,Stevenston,15/10/2021,10k - 100k,69291,Positive,21936,125 days
Ayrshire and Arran,Stevenston,19/10/2021,10k - 100k,69291,Positive,10252,121 days
Ayrshire and Arran,Stevenston,22/10/2021,10k - 100k,69291,Positive,22295,118 days
Ayrshire and Arran,Stevenston,26/10/2021,10k - 100k,69291,Positive,24303,114 days
