,2021-02-15,2021-12-14,2021-11-02,2022-01-17,2021-08-26,2021-01-07,2021-03-30,2020-12-06,2020-08-12,2021-06-23,2021-03-02,2020-10-14,2021-08-18,1899-12-31,2021-09-17,2021-02-09,2020-09-30,2020-06-04,2021-03-25,2020-07-06,2021-12-01,2021-06-08,2020-08-03,2022-01-05,2022-02-04,2021-03-08,2021-06-29,2021-06-10,2021-01-15,2021-09-24,2021-04-16,2021-08-12,2021-02-03,2020-07-27,2021-01-21,2022-01-31,2021-04-08,2021-07-09,2021-07-30,2020-06-10,2020-09-24,2021-05-31,2021-09-08,2021-12-13,2022-01-10,2021-11-05,2020-09-09,2021-02-12,2020-12-01,2021-10-21,2021-04-06,2021-05-12,2021-07-07,2021-09-30,2021-08-02,2020-11-23,2022-01-27,2021-11-18,2020-12-14,2021-05-24,2021-06-03,2021-04-30,2020-08-31,2020-08-08,2021-11-21,2021-07-27,2021-09-14,2021-03-01,2020-11-03,2021-06-19,2021-11-16,2020-10-21,2020-07-03,2021-03-20,2021-12-04,2021-02-22,2021-10-07,2021-09-01,2022-01-19,2020-11-30,2020-12-08,2021-05-19,2020-09-21,2020-10-05,2020-08-26,2020-11-11,2020-09-18,2021-08-09,2020-12-29,2020-06-15,2022-01-13,2021-02-11,2021-12-10,2020-12-02,2021-02-28,2021-07-20,2021-09-13,2021-10-19,2020-11-04,2021-03-06,2021-03-29,2021-06-04,2022-01-20,2020-10-28,2021-05-23,2021-06-14,2021-09-20,2021-10-13,2021-04-12,2021-01-11,2021-05-06,2021-08-16,2021-12-28,2021-03-23,2021-07-12,2021-12-07,2021-11-15,2020-10-22,2020-08-05,2021-11-09,2021-06-30,2020-08-19,2021-04-21,2021-02-27,2021-04-02,2021-10-25,2021-03-10,2020-11-27,2021-08-06,2020-06-23,2020-07-15,2020-09-17,2021-03-31,2021-12-15,2021-11-03,2021-08-27,2020-12-07,2021-01-06,2021-10-08,2020-08-13,2021-07-23,2021-03-05,2021-09-29,2021-01-18,2022-02-09,2021-06-24,2020-06-03,2021-09-10,2020-10-13,2021-06-09,2021-03-24,2021-11-12,2020-07-07,2021-10-14,2022-02-07,2021-09-27,2021-08-11,2022-01-06,2021-04-15,2020-11-09,2020-12-31,2021-07-08,2021-04-09,2020-06-28,2021-01-20,2020-09-25,2020-10-01,2020-08-22,2021-10-01,2021-02-24,2021-09-07,2021-04-22,2020-09-06,2021-04-07,2021-07-06,2021-10-20,2021-03-15,2021-05-13,2021-08-03,2020-06-26,2020-07-10,2021-11-22,2020-12-17,2021-05-27,2021-12-09,2022-01-24,2021-06-21,2021-07-26,2021-09-15,2021-06-18,2020-11-02,2020-10-16,2020-06-06,2021-11-11,2020-10-26,2021-07-16,2021-02-23,2022-01-18,2021-01-08,2021-10-06,2020-09-01,2020-12-09,2021-01-27,2020-09-22,2020-08-25,2020-10-06,2021-10-29,2020-11-12,2020-06-16,2021-08-23,2021-02-10,2022-01-12,2020-12-03,2020-08-17,2021-11-07,2021-05-10,2021-07-05,2021-03-16,2020-11-18,2020-09-28,2020-07-13,2020-09-11,2021-07-19,2020-10-29,2022-01-21,2021-07-29,2021-09-23,2021-05-05,2021-02-04,2021-06-17,2020-06-09,2022-02-03,2021-01-12,2020-10-19,2020-07-20,2021-05-28,2021-12-06,2021-03-22,2021-07-13,2020-10-23,2020-07-01,2020-12-18,2021-04-26,2021-09-03,2021-02-19,2021-10-05,2020-05-28,2020-09-02,2021-02-20,2021-03-11,2021-05-17,2020-08-28,2020-09-16,2021-07-02,2020-06-22,2020-07-14,2020-11-26,2021-12-16,2021-04-28,2021-02-17,2021-08-24,2020-12-04,2021-01-05,2020-08-10,2021-12-20,2021-03-04,2021-09-28,2021-06-25,2021-01-19,2022-02-08,2021-07-22,2020-10-12,2020-11-06,2020-06-02,2021-08-31,2021-05-21,2021-11-24,2020-12-11,2020-07-08,2021-04-14,2020-12-30,2021-02-01,2021-08-10,2021-10-15,2022-01-07,2021-01-17,2021-03-18,2020-10-02,2020-08-21,2020-11-16,2021-01-23,2021-02-25,2021-09-06,2020-09-07,2021-04-23,2021-01-29,2021-03-12,2021-07-01,2021-10-27,2021-05-14,2021-08-04,2020-11-25,2020-07-17,2020-09-15,2020-10-31,2021-05-26,2021-11-23,2021-12-08,2021-06-01,2020-12-16,2022-01-25,2021-09-16,2021-02-08,2021-03-03,2021-08-19,2021-06-22,2020-10-15,2021-11-29,2021-11-10,2021-03-26,2020-10-27,2021-06-28,2021-05-03,2021-06-11,2022-01-04,2021-03-09,2021-02-02,2021-08-13,2021-01-14,2021-10-28,2021-01-26,2020-09-23,2020-08-24,2020-10-07,2020-11-13,2020-06-17,2021-11-04,2021-09-09,2020-09-08,2021-08-20,2022-01-11,2020-08-14,2021-03-17,2021-05-11,2020-12-21,2021-04-05,2020-09-29,2020-11-19,2021-10-22,2020-06-24,2020-09-10,2020-11-20,2021-06-02,2020-12-15,2021-05-25,2021-11-19,2022-01-26,2020-08-09,2021-06-16,2021-01-13,2021-02-05,2021-05-04,2022-02-02,2021-10-11,2022-01-03,2021-09-22,2021-07-28,2020-06-08,2021-04-10,2021-11-17,2022-01-28,2020-06-30,2020-08-07,2020-10-20,2021-07-10,2021-02-18,2021-04-27,2021-10-04,2021-09-02,2020-05-29,2021-02-21,2021-12-19,2020-09-03,2021-01-25,2020-11-10,2021-05-18,2020-09-20,2021-12-17,2021-01-04,2021-11-01,2021-04-29,2022-01-14,2021-08-25,2021-02-16,2020-08-11,2021-10-18,2021-07-21,2021-04-19,2020-07-28,2021-03-07,2020-06-01,2021-11-25,2021-06-07,2021-08-30,2021-05-20,2020-12-10,2021-09-21,2021-04-13,2022-02-01,2021-12-29,2021-06-15,2021-05-07,2021-10-12,2021-08-17,2021-02-06,2021-11-30,2021-01-22,2021-03-19,2020-11-17,2020-08-20,2021-11-08,2021-02-26,2020-08-18,2020-09-04,2021-04-20,2021-10-26,2021-04-01,2020-11-24,2021-08-05,2020-10-30,2020-09-14,2020-10-09,2020-06-19
Daldowie,64724,,56866,,,189362,15443,,,,,,,,,46759,,,,,,,,135331,225367,,,,,,,,50893,,,117387,,,,,,,,,133028,22632,,,,,,,,170721,,,93524,,,,,,,,,,,,,,,,,,,,49419,,95615,,,14780,,,,,,,,,,,,,,,,,,,,10724,29802,,,50757,,50554,39118,541165,,,,,,,,,,10844,39220,,,,,,,,,,,,,,24880,,,,,,,,,46938,178994,,,,,,30486,,,159796,,,66182,,,,,,,,,,,,,,,,,,,70849,,,215042,,,,,,,85997,41747,,,,,,,,,,,127319,,,,,,,,,58342,,,162266,,157307,,,,4384,248915,,,,,,,,59656,,157944,,,,,118178,,,,,,,,,,,7386,,,,,,,,,,,,,,,,,,,,,,,68140,,,,140025,,,,,196525,,,,,,,,,,421873,,26113,,,,,,,,,,30529,,,,,,,,,,,,,,138865,397203,,,,,,,,,,,,,208667,,,,,,,,,,,,,,,,101019,,,,,9870,,,,,,,,,19115,,,,,,,10344,128712,39942,,,163726,,,,97504,,,,,,,,,,,,,,,,,,,44826,,164388,,,,,290884,,,,,,10230,,,,,,,,,,,94982,,,,,,,28467,24883,,,,,,,,,,,
Dalmarnock,,,,NA,,,,,,,72450,,361123,,238238,,,,27003,,,,,,NA,,,,NA,290834,,,NA,,,,,,222315,,,,815348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,171395,,,,,,,57287,,,,,14034,,,,,40380,23115,,,245754,,,329167,,,,,,,,,,NA,126806,22874,,,,,,,,,,,,188354,,,,,,NA,109902,,752865,,60788,,,,,12533,,46509,,,,,113224,,,,,,,135776,52411,,,,8788,,,,,,,,,,,,NA,55171,,,64449,,,,,,,,34802,,109195,,,21582,,,,,,,,NA,129101,,,,34154,319612,,,,,,174583,,,,,7421,,,,30306,,,,,,,,,,,,,,,,,,,,,,,,,,,,94128,,,,,,,199017,,,NA,,,,,549909,,,,,,,,,95060,,,45941,,,,,,,,,,,287728,,,,,,,,,,,,,NA,,,,,,,,,,,137303,,,,,,,,,,,,,,,,,,,44753,,,,,,,,,,,,,,,,NA,,21492,,,,16479,128095,,,,,,,NA,,,,,,14420,,,,,,,,,,,,,,,169242,264205,,,74546,,,,,,,52676,1098979,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,
Dalmuir,31022,267371,19168,89981,,,13216,,,,12960,,,,,101567,,,21707,,132734,,,,,,,,,,,,,,,66753,,,,,,,,193163,153845,,,,50580,75993,,,,309767,,,87330,,,,92340,,,,,,191488,,16141,,,,,,,,,535886,161914,,35463,16667,,,,,,,77744,,134062,55398,,,,,,45876,,,,,140128,3418,,22204,,123192,,,,,245559,27239,261204,103004,202004,,,,,,,,,,28399,,107500,,,,14152,236506,,,,112772,162020,,,,,79476,94492,126953,,,39797,45694,24521,150353,,,39426,,28182,187109,28397,,,325214,18983,,19398,,,,,,2205251,,,25680,106537,,,36440,,,,,,16827,128708,83730,,120521,,,,,,,,,61077,156556,,138246,9130,,,24505,10913,73533,30437,,,211403,53561,124292,,,,,,42670,,,,,,,,,262890,5320,,,0,77053,144743,,,,169005,,,,,,,,,,,,,16725,,,1863,,,,,109848,,33633,,,73555,,551863,23562,53555,,24310,105298,150943,,,,,NA,NA,,,22124,,,,,,,26460,,,,,12127,,,,,,,168396,,,,,,,,197367,NA,25174,16017,176102,,,,,105250,,234859,83008,,,,,70230,,,89589,83454,101632,,77830,,,,,,121062,694726,14977,350530,83128,,23002,32821,,,59329,,,,,,,,29915,171989,158552,,34987,157615,29516,,46633,162131,,,78886,,,,,0,,73624,,,12306,,,569,,,,,53355,,,,,,4588,,243248,29834,,,120767,,,,,,,778454,,,,16442,,319250,,5589,,233755,,187021,,,37429,,179779,,1738,,,,,37630,,,,,
Dalmuir - Auchinairn (6298),,,25346,,241744,,,,,,,,,,,,,,,,,,,NA,,,,,,,,12769,,,,,596,115721,26470,,,,,,367425,,,,,,3042,,,,,,,45594,,,24781,,,,,,,,,,91959,,,,,,,,,,,,,,,,,,,,,,,,,15327,108898,143309,,,,,,,,,,,3444,,388,,,,,78173,,,,12896,44256,,,,,,,,,,,,,,,,,,,,17305,,,,,,,,,21966,,,,,,,,,NA,,,,474,,,,,,,,,,,1221,,,,852,19353,,,,,,,,,,,597,,,,233396,,230662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88916,,,,,,,,,,,,,,,,,781654,,,,,,,,,,,,,,114947,0,,288733,,,,,,,20063,,,,,,,184992,,,,,,,,0,,360521,,,,,,,,,,,,,434960,,,,,,,,,20280,,,,,,,,501453,19795,,,,,,,,57405,,,,,,124658,,,,,,,275519,55533,,,,,,,,,,,,,,,,,,,,,1349,,,,,,,,40885,,,,,,,,,,,,,,,,,,,,,,,,680,,,,,,,524,,,,NA,,,,,,1058,,,,0,,31297,,,,,,,,,,,,106871,,,105672,,,,
Dalmuir - Auchinairn (6330),,55771,19658,,514063,,,,,,,,,,,,,,,,,,,75797,,,,,,,,29606,,,,,14462,107116,93685,,,,,,,,,,,,4360,,,,,,,62668,,,11109,,,,,,,,,,9275,,,,,,,,,,,,,,,,,,,,,,,,,78587,863129,NA,,,,,,,,,NA,,11897,,4341,,,,,5452,,,,133165,37776,,,,,,,,,,,,,,,,,,,,76830,,,,,,,,,51402,,,,,,,,,,,,,2138,,,,,,,,,,,1234,,,,1809,8259,,,,,,,,,,,75135,,,,100457,,154929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,301971,,,,,,,,,,,,,,189841,1733,,181367,,,,,,,29267,,,,,,,366933,,,,,,,,1328,,68444,,,,,,,,,,,,,148920,,,,,,,,,NA,,,,,,,,733872,44842,,,,,,,,26460,,,,,,28759,,,,,,,37849,153206,,,,,,,,,,,,,,,,,,,,,18393,,,,,,,,21375,,,,,,,,,,,164342,,,,,,,,,,,,,0,,,,,,,6142,,,,75360,,,,,,3658,,,,0,,146001,,,,,,,,,,,,283807,,,24380,,,,
Dalmuir - Clydebank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9982,,,,,1114,101221,,,,,,,,,,,,,1959,,,,,,,,,,76376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33469,,,,,,,,,,,,,13944,,297,,,,,,,,,,368368,,,,,,,,,,,,,,,,,,,,107990,,,,,,,,,9537,,,,,,,,,,,,,13321,,,,,,,,,,,1113,,,,0,,,,,,,,,,,,9877,,,,,,62144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77811,,,,,,,,,,,,,,,24802,,,,,,,,,,,,,,,252281,,,,,,,,,,,,,,,,,,91135,,,,,,,,3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,4179,,,,,,,,,,,,,,784,,,,,,,,,,,,,,,,,17792,,,,0,,,,,,,,,,,,,,,,,,,,,
Dalmuir - Minerva St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2624584,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,12595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113438,,,,,,,,,,,,,,,,,,371033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2533247,,,,,,,,,,,,
Dalmuir - SECC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148943,,,,,,,,3086,,,,,,,,,,,,,13529,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,34522,,,,,,,,,20397,,,1072419,,,,,,988615,,,,,,,,,90154,,,,5108,,,,,,,,,,,,,12530,,12300,,,,,,,,,,,,,,,,,,,,,,165607,,,,,,10939,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4687,,,,,,,4455,,,,,,,,,,,,,,,23213,,,,,,,,6745,,,,,,,,,,,,51930,,,,,,,,,,,196872,,,,,,,72961,,,,,,,,,,,,30826,,,,,,,1264802,,,,,,,,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14053,,,,,,NA,,,,,,,,,,,36021,,,,,,,,1486856,,,,,291122,,,,,,,
Dalscone,,,,,,,,,,,1225,,,,,,,,NA,,,,,,,NA,,,,,,,,,,,NA,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,1021,,0,,,,,,,,,,,,,,,,NA,,,,,,,,NA,,,,,8964,,,,,,,,,,,,,1644,6803,,,,,NA,,,,,,,0,,,,,,,,,5811,,,,,,,,,,,,,,,,,,,,,,,,,,,,2642,,,,,,,,,,,,,,,,,,2801,,,,NA,,,,,,,11443,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,579,,,,,,,,,3442,,,,NA,,,,,,,,,,,,0,,NA,,,,,,,,13612,,,,,,,,NA,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,47144,,,,,,,,,,585,,,,NA,,,,,,,,,27598,,2592,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,
Denny,,185239,65695,,,,,,,,25571,,,,,,,,,,,,,,,12176,,,,,,,,,,,350863,,,,,,5963,,,11181,,,,28102,,,183184,88393,,,,63287,,,918,683,,,,,,32343,,,253911,,,,,12307,,,,,,,,,,,,,,,,,,,,,,65804,,,38829,,,,,,,113493,48251,,5983,,,35034,,164660,,,,7289,33061,,,,,,,,,,,,97324,,,66581,,,,,,,,,,12071,,,,2324,,,,,,,,124906,,,,,,,,,,,,,,,,,,,12211,6776,,,,,,,,,,58686,27235,65869,,,,48108,,,29811,27836,,132228,,,,,,,14766,,,,,,,,,3746,57080,105078,,,,,77096,,,,,,,,,13298,,,,323,,87487,82213,,,,27844,2926,47923,,,,,,,,,78875,,,,72219,,,,,,,,,41241,,,28237,,,,,9067,,,,,,,,,,,,,,,,,,0,,,,,,29713,,,,,,,,61109,,3397,,,,,,,28292,,,,,,,,,,17874,,,,,,,,,,,,,,,,,,,,15453,,,,,,,,,12836,,,,6080,,,3905,,,,,,,,,,,,,,20737,,249793,,,,,,,,9499,,,,,,,,,,,,,,,,227948,838,,51304,,134990,7634,,,,,,,,110523,,,,,,,,,,,,,NA,,,,
Dunbar,,,,93618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130688,336547,86412,,,,,2341,,,,,,,,,,,,,,,,,49375,,,,,,,,18186,,,,,,,,,,,,,,,,,,,,113747,146913,,,,,,,,,9722,,,0,,,,,1657,457146,,NA,,,,,,,,,,,,,,,,897,,,,,,62963,,,,,,,,,,,,,,,,77798,61762,,,,,,,,,,,,,,,,,,,,,,,,,,254931,,,,57978,48780,37336,,,,,,245758,,,,,,,,,,,,,,,,162048,,,,,,0,331132,6696,,,,,,,,,,,,,,,,,,6695,211835,,,,,,0,,,,,,,27549,0,,,,,,,,,2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,126039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,29289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15344,,,,,,,39307,351300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunblane,,199696,31986,,,,NA,,,,,,158322,,,,,,,,,,,363767,,,,,,,,,,,,,,,,,,11373,106837,,,,,,,,,,,,,,,253521,,,,,,,,,219956,,,,206148,,,,,,,191626,,,,,,,,,,,,,69789,,,,,,,,,,829,,,,,8102,124579,,,,996,,,,72818,25193,,,,25145,157310,,,,,78634,,,,,,,,,,,,,,,,,160135,,,37969,,,,14586,,,,,,,,103664,852,,,335419,1986,,,,,,,,,,,,35510,113277,,,,,,,,,,,168645,94404,,,,,,76395,,,,,,,,,,,,,,,,59956,,,,,,,,,,,,,50609,,,,,,,31661912,,,,,,12087,,,,,,,5433,,,185607,,,,,,,,347198,,,,73924,,,,,,,,,,,,97138,,,,,,,,,,2114,,,,,,,,,,,,,240959,,,,,,366570,1699,,,,,,,190754,,,,,168313,,,,,,,,,,,,,,,,,,,,,,,,,81445,,,,,,,1358,,4396,,,,,,,2915,,94685,,,,,,,5233,25340,,,175646,,,,,,,,,,,,,,,,,,,,3697,,,,,NA,,,,,212257,,,,,,427621,39711,133970,485,,,,,,,,,,,,,,,,,,,,,,,,49484,,,,
Dunfermline,,,,61892,273204,,,,,44642,33031,,,,592556,,,,28251,,NA,12464,,188530,351659,,225215,,,141091,,43191,18697,0,,232080,,NA,200176,,,,,138048,343028,,,,,,13851,18754,,,189833,,39634,,,,,19934,0,,,110024,,,,,,,,,,,,,200466,62342,,,13036,,0,,,,,,,,97887,,,156652,,83920,,,,3703,,,,,,146771,,64637,,,,,,,583109,,623,,,,,,,140343,27325,,,,,8497,2432,346388,,494184,,,116459,,326350,,,,389794,,0,,25707,,,332453,,266025,150958,,,,,,,,22420,,,,,,92241,18587,3129546,,585,,,,,,,,,,,2541,,170342,,,349238,22660,28348,,,,,241413,,,,75471,,,3645,,1725,12208,84544,53158,,,13021,107497,,,,11993,213323,,,,,,,,277976,,,4317,,,,,,15082,,,375256,,652417,,,,,,19225,,0,379,,,4746,0,,,,,,,,,,,98810,66048,452435,,101931,132325,,,,,,,294801,,127525,,,,,,64314,,168178,,,5246,2718,12680,,23913,,0,,,,353655,,,138756,,,,,,176911,NA,4694,44877,326046,,,37351,187851,,,,132661,3145,,,,21811,139631,12099,,,,,,,2897,,,,,752500,1454,,,,6312,,,,,,134249,,,,,,10432,403150,,,,,,,66730,35908,,,,0,,336766,,,,,,37041,12768,,660342,,,,,,,,,388731,,112787,,282217,,,,,,,,,,,,,6299,24544,220542,,,316912,27485,740,,,,,18759,24814,,,158798,,,0,,,18539,,,9640,2955,,
Dunnswood,,,104746,,,265453,,,,,,,,,,,,,,,,,,,,,,,,,,20359,148789,,54660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133366,,,,,,,,,,,,,,,,,,,,,,,,115451,,,,,,,33518,,,,,,3239,,,,,,,,,,,,,,,,,,,,,,,,,,19994,,,,,,,,,,,6823,1819957,,,,352126,,,,,,,,,4653,,,,,,,,,,,,,,,,,,,,,,,,,,,,65673,,,,,,,,,,,,,,196190,,,,,,,,,,,,,,,,,,880179,,,,,,,,,,,,,,19173,,,,,,,,69506,,,,248418,,,,,,1150,79654,,,,,,,,,,29328,,,,,,,,,,,209630,,,,,,,,,,NA,,,,222690,,,,17425,,,,7369,,,,20282,,,,,104315,,,,,,,,,,,,,,,,,,,,13612,,,,8219,,,,,,,,,,,,,64212,,,10522,141285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204741,,,,,,,
Dunnswood - Carrickstone,,,,,,,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,3155,,,,,,,,,,,,,,4742,,,,,,,,1858,,,,,,,,,,,,,,,,,,,,,,,,,,3033,,,,9066,,,,,,,,,,,30243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,,,,,,,,,,,,,,,,,,,5442,,,,,,
Dunoon,,68893,,,,,,,,,,,,,,,,,,,,,,21760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16708,,,,,,,,,,,,,23882,,,,,,,,,,,,,,,,,,75685,,,,,,,,,,,NA,,,,,,,,,,9880,,,22013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6107,,,,,,,,14706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30694,,,,,,,,,,,,,,,,,
Duns,2673,36564,,,,,,,,632,1148,,102886,,65399,,,,0,,,,,,,1134,,,,,,,,,,,0,,1677,,,,,83182,29558,8596,,,,,0,,,,,,,,,0,,0,,,,,,501,,,,,,,,,,,37587,,,,,,,,,,,,,1426,,,,18946,,,,,NA,,,,,4334,30440,,0,,,,,,,,15229,,,124655,34352,,,,0,63261,,,,,,,,,,,,,,,,,,,,,,8230,,,,,,,108078,10798,,,,,,,,,,,,,NA,,,,,,18694,,0,,,,,45983,,,,4938,0,8661,,,,,,,,,,,,,,,,,,,91252,,,11605,,,,,,0,8231,0,,,,,,,,,,979,,,,,,,,NA,,,18806,,,,0,12872,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,59850,,,,,,,,,,,,,,,1319,34054,,,,,26566,,518,,,,,,,,181257,432,,,,,,,,,,,0,,,,0,,751,,,,,,,,,,,,,,,,,,,,,,,NA,,,,521,,,,,,,,,1835,,,,,,,,59930,,,,,,,,45337,,,,,,,,,,,,146842,,,,9348,,19377,30803,,,,,,735,68224,,,,,26862,,9568,,,,,,,,,,155741,3207,,,,,703,,,,,,
East Calder,49452,,,51740,,,,,,44252,,,522450,,,,,,,,NA,,,164819,361142,51315,,,,,,,,,,149022,,,,,,12845,221240,,206956,293885,,,,,,,162595,,,,,,,11242,,,,,,,,25362,,,,,,,,63070,,265564,185190,,,1250,,,,,,,,,,,58095,,,,,,,,78207,,,,,9559,,227439,32737,28408,,82650,,,107365,,130744,,,,61357,,,28727,,168563,52689,,,,,,30961,683154,295440,,,,,,,,506705,25227,299391,,,,,5347,56471,138592,,,69099,315460,33292,,,,,,,,,,,,,,,,,25313,,202953,76771,3578,,,,75011,195137,,,174065,38422,132635,336120,,,,,,,,,,,NA,,,,,,,,,,,,94085,,,,2327,167836,,,,,,79096,,125766,,,2927,,,,,,,,,359177,49120,,,,,1945,,,,,,,,4689,,,,,,,,1643,,,,,,332039,,,,,,,,,,,,NA,,,17773,,42573,,,177140,,,,,,,,769658,,,,,,,,77699,,,,,15472,,53978,,,,,118691,,,,,318658,90425,,,33703,5000,,,,,,,112551,,,,,,,,,,,,,111623,,39219,77846,,,,,,,11408,,,61825,NA,,15509,,,,95355,335582,NA,214309,,,,108733,117070,,,,,,,403064,,,,,,143903,,,,272453,81314,167020,,173684,,,,111180,99818,,,,,,24197,332526,,,,,,667415,,,,,,,,,,,171492,,,,,,,,,,,,
Ellon,,,,,,,,,,16609,,,,,,,,,,,,,,,,,2346,,,,,,,,,,,21599,67373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20772,,,,,,303,51836,,,0,152005,,8241,,0,,,,,,119483,,,,,,,,,,,,,,,,,47387,49111,,,,,,,,,,,,,459370,,,,,,,,,,,,,,,,,,,,,46333,,NA,,,,23231,25640,,1161,,,,311525,,,,,1395,60113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168,,,,,,NA,120761,,39419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287411,,205186,,,,,,,,,,,,,,,,,,,,,20123,,,,,,,,3901,,71396,,,,,,,68891,,,,141749,,,,,0,,,,,,,,,,,,,,,,,,,,697,,,,,,,,,0,,,,,,,,,767,,,,76734,,,,,,,,,,,2646,211943,240151,,,,,,,0,,,,107702,320,59641,,,,111435,,,,,,,0,,,,,,,,,,,,,,,,,,354694,,,,,,,,51534,,,,
