,Health_Board,Site,Date_collected,Date_analysed,SW_sample_number,N1_description,N1_Reported_value-gc_per_L,N1_Repl_1-gc_per_L,N1_Repl_2-gc_per_L,N1_Repl_3-gc_per_L,Calculated_mean,Standard_Deviation,Flow-L_per_day,Ammonia-mg_per_L,pH_value,Modelled_flow-L_per_day,Million_gene_copies_per_person_per_day,Analysis_lab
140,Ayrshire and Arran,Girvan,2021-11-12,2021-11-16,NA,Positive,   28045,   31869.23,   24221.93,NA,   28045.58,   5407.46,NA,  5.62,NA, 10225557,   37.14,SEPA - Low Volume
141,Ayrshire and Arran,Girvan,2021-11-15,2021-11-16,15576235,Positive,   50265,   39146.27,   61383.82,NA,   50265.04,  15724.32,NA,  2.65,NA, 15763720,  102.62,SEPA - Low Volume
142,Ayrshire and Arran,Girvan,2021-11-22,2021-11-23,15614006,Positive,   38972,   56885.27,   21060.08,NA,   38972.67,  25332.23,NA,  5.71,NA, 10132451,   51.14,SEPA - Low Volume
143,Ayrshire and Arran,Girvan,2021-12-06,2021-12-07,15660328,Positive,  119519,  109982.00,  129056.00,NA,  119519.00,  13487.35,NA,  4.84,NA, 11144149,  172.51,SEPA - Low Volume
144,Ayrshire and Arran,Girvan,2021-12-13,2021-12-14,15683654,Positive,   60902,   52645.85,   69158.95,NA,   60902.40,  11676.52,NA,  5.33,NA, 10542269,   83.16,SEPA - Low Volume
145,Ayrshire and Arran,Girvan,2021-12-20,2021-12-21,15692467,Positive,   57930,   44278.35,   71582.68,NA,   57930.52,  19307.08,NA,  6.71,NA,  9233436,   69.28,SEPA - Low Volume
146,Ayrshire and Arran,Girvan,2021-12-29,2021-12-30,15697638,Positive,  195349,  197845.55,  192853.64,NA,  195349.59,   3529.81,NA,  6.66,NA,  9273283,  234.62,SEPA - Low Volume
147,Ayrshire and Arran,Girvan,2022-01-04,2022-01-06,15760408,Positive,   62360,   61750.43,   62970.07,NA,   62360.25,    862.41,NA,  6.60,NA,  9321726,   75.29,SEPA - Low Volume
148,Ayrshire and Arran,Girvan,2022-02-03,2022-02-04,15813421,Positive,   43745,   31493.18,   55997.51,NA,   43745.35,  17327.18,NA, 10.34,NA,  7198493,   40.78,SEPA - Low Volume
149,Ayrshire and Arran,Girvan,2022-02-09,2022-02-10,NA,Positive,   24454,   17374.00,   31534.58,NA,   24454.29,  10013.04,NA,NA,NA,NA,   43.02,SEPA - Low Volume
150,Ayrshire and Arran,Largs,2021-02-10,2021-02-15,14700454,Positive,   13317,   14610.37,   12025.15,NA,   13317.76,   1828.03, 10359360,  6.58,NA, 14709798,   10.72,SEPA
151,Ayrshire and Arran,Largs,2021-02-12,2021-02-16,14700457,Positive,   24467,   25236.49,   23699.08,NA,   24467.79,   1087.11, 10056960,  8.05,NA, 13097538,   19.13,SEPA
152,Ayrshire and Arran,Largs,2021-02-17,2021-02-18,14700463,Positive,   20329,   21578.19,   19081.64,NA,   20329.91,   1765.33, 10515744,  6.31,NA, 15068953,   16.62,SEPA
153,Ayrshire and Arran,Largs,2021-02-18,2021-02-19,14700460,Positive,   30948,   22162.65,   39734.19,NA,   30948.42,  12424.95, 10498464,  5.98,NA, 15542251,   25.26,SEPA
154,Ayrshire and Arran,Largs,2021-02-23,2021-02-24,14700469,Positive (DNQ),    5934,    4630.55,    7237.50,NA,    5934.02,   1843.39, 10546848,  3.75,NA, 20332835,    4.86,SEPA
155,Ayrshire and Arran,Largs,2021-02-24,2021-02-25,14700466,Positive (DNQ),    6138,    6138.14,NA,NA,    6138.14,NA, 10477728,  4.04,NA, 19479279,    5.00,SEPA
156,Ayrshire and Arran,Largs,2021-03-02,2021-03-04,14713838,Positive,   33858,   34509.09,   33207.22,NA,   33858.15,    920.56,  6684768,  9.98,NA, 11573206,   17.59,SEPA
157,Ayrshire and Arran,Largs,2021-03-03,2021-03-04,NA,Positive,   35075,   34510.63,   35641.08,NA,   35075.86,    799.35,NA, 11.99,NA, 10412960,   28.39,SEPA
158,Ayrshire and Arran,Largs,2021-03-08,2021-03-09,14739103,Positive,   29929,   37884.97,   21974.69,NA,   29929.83,  11250.27,  6083424, 13.56,NA,  9700781,   14.15,SEPA
159,Ayrshire and Arran,Largs,2021-03-09,2021-03-10,14733937,Positive,   17572,   17109.33,   18036.42,NA,   17572.88,    655.55,  6760800, 13.51,NA,  9721435,    9.23,SEPA
160,Ayrshire and Arran,Largs,2021-03-17,2021-03-18,14757681,Weak Positive,     992,      22.77,    1961.52,NA,     992.15,   1370.90,NA,  5.93,NA, 15617565,    1.20,SEPA
161,Ayrshire and Arran,Largs,2021-03-24,2021-03-26,14774175,Analysis Failed,NA,NA,NA,NA,NA,NA,NA, 10.52,NA, 11227367,NA,SEPA
162,Ayrshire and Arran,Largs,2021-03-26,2021-03-29,14779446,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,  9.48,NA, 11920799,NA,SEPA
163,Ayrshire and Arran,Largs,2021-03-29,2021-03-30,NA,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEPA
164,Ayrshire and Arran,Largs,2021-03-30,2021-04-01,14793934,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,  9.25,NA, 12090562,NA,SEPA
165,Ayrshire and Arran,Largs,2021-03-31,2021-04-06,14798788,Positive (DNQ),    1809,    1809.41,NA,NA,    1809.41,NA,NA, 13.85,NA,  9583312,    1.35,SEPA
166,Ayrshire and Arran,Largs,2021-04-07,2021-04-09,14810760,Positive,   18123,   16815.74,   19431.72,NA,   18123.73,   1849.77,NA, 14.77,NA,  9234959,   13.01,SEPA
167,Ayrshire and Arran,Largs,2021-04-08,2021-04-09,14817852,Positive,   39396,   41208.30,   37584.88,NA,   39396.59,   2562.14,NA, 14.67,NA,  9271150,   28.39,SEPA
168,Ayrshire and Arran,Largs,2021-04-14,2021-04-15,14834339,Positive,   22213,   23023.96,   21403.45,NA,   22213.71,   1145.87,NA, 15.35,NA,  9032420,   15.60,SEPA
169,Ayrshire and Arran,Largs,2021-04-27,2021-04-29,14875656,Positive (DNQ),    1832,    1988.08,    1675.95,NA,    1832.01,    220.71,NA, 18.60,NA,  8086960,    1.15,SEPA
170,Ayrshire and Arran,Largs,2021-04-28,2021-04-29,14880404,Positive (DNQ),    1830,    2380.00,    1281.80,NA,    1830.90,    776.54,NA, 16.51,NA,  8661411,    1.23,SEPA
171,Ayrshire and Arran,Largs,2021-05-06,2021-05-07,14890673,Weak Positive,     576,     607.00,     545.02,NA,     576.01,     43.82,NA, 12.11,NA, 10353428,    0.46,SEPA
172,Ayrshire and Arran,Largs,2021-05-07,2021-05-11,14897527,Positive (DNQ),    1648,     750.45,    2546.56,NA,    1648.50,   1270.04,NA, 12.38,NA, 10222819,    1.31,SEPA
173,Ayrshire and Arran,Largs,2021-05-13,2021-05-14,14918012,Weak Positive,    1297,    2595.62,       0.00,NA,    1297.81,   1835.38,NA, 11.35,NA, 10747071,    1.08,SEPA
174,Ayrshire and Arran,Largs,2021-05-14,2021-05-17,14924028,Weak Positive,     515,    1031.88,       0.00,NA,     515.94,    729.65,NA, 11.71,NA, 10555591,    0.42,SEPA
175,Ayrshire and Arran,Largs,2021-05-17,2021-05-18,14946800,Negative,       0,NA,NA,NA,NA,NA,NA,  6.60,NA, 14684118,    0.00,SEPA
176,Ayrshire and Arran,Largs,2021-05-18,2021-05-19,14952345,Negative,       0,NA,NA,NA,NA,NA,NA,  6.44,NA, 14893065,    0.00,SEPA
177,Ayrshire and Arran,Largs,2021-05-24,2021-05-25,14961232,Negative,       0,NA,NA,NA,NA,NA,NA,  8.35,NA, 12824514,    0.00,SEPA
178,Ayrshire and Arran,Largs,2021-05-25,2021-05-26,14972278,Negative,       0,NA,NA,NA,NA,NA,NA,  8.38,NA, 12798061,    0.00,SEPA
179,Ayrshire and Arran,Largs,2021-06-02,2021-06-03,14990289,Weak Positive,     692,     774.86,     610.25,NA,     692.56,    116.40,NA,  9.58,NA, 11848998,    0.64,SEPA
180,Ayrshire and Arran,Largs,2021-06-03,2021-06-04,14995321,Negative,       0,NA,NA,NA,NA,NA,NA,  9.49,NA, 11913565,    0.00,SEPA
181,Ayrshire and Arran,Largs,2021-06-08,2021-06-09,15020396,Negative,       0,NA,NA,NA,NA,NA,NA, 12.79,NA, 10032845,    0.00,SEPA
182,Ayrshire and Arran,Largs,2021-06-09,2021-06-10,15022954,Negative,       0,NA,NA,NA,NA,NA,NA, 12.09,NA, 10363286,    0.00,SEPA
183,Ayrshire and Arran,Largs,2021-06-14,2021-06-16,15042158,Positive,   17615,   16811.01,   18419.08,NA,   17615.05,   1137.07,NA, 17.21,NA,  8456799,   11.58,SEPA
184,Ayrshire and Arran,Largs,2021-06-15,2021-06-17,15047099,Positive (DNQ),    5678,    5060.80,    6295.61,NA,    5678.21,    873.14,NA, 16.17,NA,  8765801,    3.87,SEPA
185,Ayrshire and Arran,Largs,2021-06-22,2021-06-23,15061260,Positive (DNQ),    5915,    7511.35,    4319.33,NA,    5915.34,   2257.10,NA,  3.59,NA, 20849733,    9.59,SEPA
186,Ayrshire and Arran,Largs,2021-06-23,2021-06-24,15068327,Positive,   35465,   35329.53,   35601.91,NA,   35465.72,    192.61,NA, 15.65,NA,  8932326,   24.62,SEPA
187,Ayrshire and Arran,Largs,2021-06-28,2021-06-29,15080452,Positive,   25401,   30180.17,   20622.84,NA,   25401.51,   6758.05,NA, 10.18,NA, 11441750,   22.59,SEPA
188,Ayrshire and Arran,Largs,2021-06-29,2021-06-30,15087690,Positive,   42228,   33163.04,   51293.43,NA,   42228.23,  12820.12,NA, 10.31,NA, 11358465,   37.28,SEPA
189,Ayrshire and Arran,Largs,2021-07-06,2021-07-07,15106334,Positive,   13538,    8392.28,   18684.00,NA,   13538.14,   7277.34,NA,  9.90,NA, 11626958,   12.24,SEPA - Low Volume
190,Ayrshire and Arran,Largs,2021-07-07,2021-07-08,15120941,Weak Positive,    3172,    3657.30,    2686.93,NA,    3172.12,    686.16,NA, 10.42,NA, 11289275,    2.78,SEPA - Low Volume
191,Ayrshire and Arran,Largs,2021-07-12,2021-07-14,15135638,Positive,   10009,   10593.24,    9425.67,NA,   10009.45,    825.59,NA, 12.68,NA, 10082862,    7.84,SEPA - Low Volume
192,Ayrshire and Arran,Largs,2021-07-13,2021-07-14,15147848,Positive,   23635,   25762.42,   21509.10,NA,   23635.76,   3007.55,NA, 10.03,NA, 11539955,   21.20,SEPA - Low Volume
193,Ayrshire and Arran,Largs,2021-07-20,2021-07-21,15164631,Positive,   21927,   25398.54,   18456.02,NA,   21927.28,   4909.10,NA, 11.01,NA, 10936912,   18.64,SEPA - Low Volume
194,Ayrshire and Arran,Largs,2021-07-23,2021-07-26,15171119,Positive (DNQ),    9126,   12569.89,    5681.63,NA,    9125.76,   4870.73,NA, 23.19,NA,  7122574,    5.05,SEPA - Low Volume
195,Ayrshire and Arran,Largs,2021-07-27,2021-07-28,15183068,Positive,   18216,   18570.85,   17861.18,NA,   18216.01,    501.81,NA, 20.20,NA,  7711731,   10.92,SEPA - Low Volume
196,Ayrshire and Arran,Largs,2021-09-01,2021-09-02,15309769,Positive,   45449,   51073.94,   39825.83,NA,   45449.88,   7953.61,NA, 18.79,NA,  8039778,   28.40,SEPA - Low Volume
197,Ayrshire and Arran,Largs,2021-09-02,2021-09-03,NA,Positive,   27529,   18312.69,   36746.04,NA,   27529.37,  13034.34,NA, 18.65,NA,  8074470,   17.28,SEPA - Low Volume
198,Ayrshire and Arran,Largs,2021-09-07,2021-09-08,15326386,Positive,  122063,  119010.63,  125116.67,NA,  122063.65,   4317.62,NA, 23.17,NA,  7126113,   67.61,SEPA - Low Volume
199,Ayrshire and Arran,Largs,2021-09-09,2021-09-10,15337566,Positive,   83440,   87173.33,   79706.67,NA,   83440.00,   5279.73,NA, 18.23,NA,  8181055,   53.06,SEPA - Low Volume
200,Ayrshire and Arran,Largs,2021-09-15,2021-09-16,15347907,Positive,  105307,  105307.07,NA,NA,  105307.07,NA,NA, 16.61,NA,  8631351,   70.65,SEPA - Low Volume
201,Ayrshire and Arran,Largs,2021-09-16,2021-09-17,15357861,Positive,  124552,  109889.61,  139215.58,NA,  124552.60,  20736.59,NA, 17.60,NA,  8348396,   80.83,SEPA - Low Volume
202,Ayrshire and Arran,Largs,2021-09-24,2021-09-27,15384741,Positive,   80725,   69934.15,   91517.79,NA,   80725.97,  15261.94,NA, 19.99,NA,  7758270,   48.68,SEPA - Low Volume
203,Ayrshire and Arran,Largs,2021-10-05,2021-10-06,15428523,Positive,   13448,   17225.15,    9670.90,NA,   13448.02,   5341.66,NA,  6.96,NA, 14241915,   14.89,SEPA - Low Volume
204,Ayrshire and Arran,Largs,2021-10-06,2021-10-07,15441561,Positive,   14262,   11364.17,   17159.99,NA,   14262.08,   4098.26,NA,  8.49,NA, 12702330,   14.08,SEPA - Low Volume
205,Ayrshire and Arran,Largs,2021-10-21,2021-10-22,15489496,Positive,   12333,   13250.25,   11416.40,NA,   12333.32,   1296.73,NA, 10.08,NA, 11506965,   11.03,SEPA - Low Volume
206,Ayrshire and Arran,Largs,2021-10-22,2021-10-25,15482137,Positive,   12947,   14049.86,   11845.40,NA,   12947.63,   1558.79,NA, 10.02,NA, 11546585,   11.62,SEPA - Low Volume
207,Ayrshire and Arran,Largs,2021-10-26,2021-10-27,15514373,Positive,   30782,   28760.53,   32804.31,NA,   30782.42,   2859.39,NA,  7.99,NA, 13154074,   31.47,SEPA - Low Volume
208,Ayrshire and Arran,Largs,2021-10-28,2021-10-29,15505655,Positive,   25034,   18408.61,   31660.93,NA,   25034.77,   9370.81,NA,  7.48,NA, 13663196,   26.59,SEPA - Low Volume
209,Ayrshire and Arran,Largs,2021-11-01,2021-11-03,15538469,Positive,   17379,   14010.56,   20749.13,NA,   17379.84,   4764.89,NA,  7.65,NA, 13487555,   18.22,SEPA - Low Volume
210,Ayrshire and Arran,Largs,2021-11-03,2021-11-05,15543599,Positive,   10725,   10950.07,   10500.53,NA,   10725.30,    317.88,NA,  7.30,NA, 13856158,   11.55,SEPA - Low Volume
211,Ayrshire and Arran,Largs,2021-11-10,2021-11-12,15564634,Positive,   36994,   29749.82,   44238.77,NA,   36994.29,  10245.23,NA,  9.65,NA, 11799437,   33.93,SEPA - Low Volume
212,Ayrshire and Arran,Largs,2021-11-11,2021-11-12,15557785,Positive,   56604,   53849.80,   59359.17,NA,   56604.48,   3895.72,NA,  8.83,NA, 12418393,   54.64,SEPA - Low Volume
213,Ayrshire and Arran,Largs,2021-11-18,2021-11-19,15580310,Positive,   19402,   14916.85,   23887.29,NA,   19402.07,   6343.06,NA,  8.81,NA, 12434616,   18.75,SEPA - Low Volume
214,Ayrshire and Arran,Largs,2021-11-24,2021-11-26,15600548,Positive,   36837,   38647.22,   35026.93,NA,   36837.07,   2559.93,NA,  8.73,NA, 12500093,   35.79,SEPA - Low Volume
215,Ayrshire and Arran,Largs,2021-11-25,2021-11-26,15611624,Positive,   58730,   54149.73,   63311.91,NA,   58730.82,   6478.64,NA,  9.15,NA, 12166462,   55.54,SEPA - Low Volume
216,Ayrshire and Arran,Largs,2021-11-30,2021-12-06,15630264,Positive,   67718,   78114.65,   57322.79,NA,   67718.72,  14702.06,NA,  7.63,NA, 13507898,   71.10,SEPA - Low Volume
217,Ayrshire and Arran,Largs,2021-12-01,2021-12-06,15622816,Positive,   72619,   77884.25,   67354.56,NA,   72619.41,   7445.61,NA, 10.38,NA, 11314302,   63.87,SEPA - Low Volume
218,Ayrshire and Arran,Largs,2021-12-07,2021-12-09,15651982,Positive,   39608,   36155.67,   43061.47,NA,   39608.57,   4883.14,NA,  6.40,NA, 14946584,   46.02,SEPA - Low Volume
219,Ayrshire and Arran,Largs,2021-12-13,2021-12-14,15674534,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,  6.77,NA, 14470683,NA,SEPA - Low Volume
220,Ayrshire and Arran,Largs,2021-12-14,2021-12-15,15681620,Positive,   55971,   55287.18,   56655.73,NA,   55971.45,    967.71,NA,  8.40,NA, 12780508,   55.60,SEPA - Low Volume
221,Ayrshire and Arran,Largs,2022-01-05,2022-01-06,15757689,Analysis Failed,NA,NA,NA,NA,NA,NA,NA,  8.09,NA, 13060215,NA,SEPA - Low Volume
222,Ayrshire and Arran,Largs,2022-01-06,2022-01-07,15760450,Positive,   80784,  102372.72,   59195.32,NA,   80784.02,  30531.03,NA, 10.67,NA, 11136222,   69.93,SEPA - Low Volume
223,Ayrshire and Arran,Largs,2022-01-11,2022-01-12,15766087,Positive,   66583,   56126.33,   77039.73,NA,   66583.03,  14788.01,NA,  4.43,NA, 18472710,   95.61,SEPA - Low Volume
224,Ayrshire and Arran,Largs,2022-01-28,2022-01-31,15805027,Analysis Failed,NA,NA,NA,NA,NA,NA,NA, 12.82,NA, 10019321,NA,SEPA - Low Volume
225,Ayrshire and Arran,Largs,2022-02-02,2022-02-03,15820691,Negative,       0,NA,NA,NA,NA,NA,NA,  4.86,NA, 17513275,    0.00,SEPA - Low Volume
226,Ayrshire and Arran,Maybole,2021-01-07,2021-01-12,14597799,Analysis Failed,NA,NA,NA,NA,NA,NA,  1684800, 28.69,6.9,  2466134,NA,SEPA
227,Ayrshire and Arran,Maybole,2021-01-14,2021-01-18,14597802,Positive (DNQ),    6536,    8265.41,    4808.48,NA,    6536.95,   2444.42,  6912000, 13.35,7.1,  3830927,   10.08,SEPA
228,Ayrshire and Arran,Maybole,2021-01-19,2021-01-20,14597805,Positive,   13034,   13034.73,    9460.50,NA,   11247.62,   2527.36,  5477760,  9.75,NA,  4590693,   13.74,SEPA
229,Ayrshire and Arran,Maybole,2021-02-03,2021-02-04,14626132,Positive (DNQ),    2116,    2377.11,    1855.10,NA,    2116.11,    369.11,  3821472, 10.92,NA,  4300725,    1.80,SEPA
230,Ayrshire and Arran,Maybole,2021-02-11,2021-02-15,14644935,Positive,   20933,   20351.34,   21516.44,NA,   20933.89,    823.85,  6603552, 22.91,NA,  2807172,   30.83,SEPA
231,Ayrshire and Arran,Maybole,2021-02-19,2021-02-22,14668799,Weak Positive,     523,NA,     523.42,NA,     523.42,NA,  6025536,  8.09,NA,  5111460,    0.70,SEPA
232,Ayrshire and Arran,Maybole,2021-02-23,2021-02-25,14688694,Negative,       0,NA,NA,NA,NA,NA,  6031584, 13.44,NA,  3816137,    0.00,SEPA
233,Ayrshire and Arran,Maybole,2021-03-01,2021-03-03,14713850,Weak Positive,     440,       0.00,     880.76,NA,     440.38,    622.79,  3243456, 20.01,NA,  3034656,    0.32,SEPA
234,Ayrshire and Arran,Maybole,2021-03-08,2021-03-10,14733943,Negative,       0,NA,NA,NA,NA,NA, 11843712, 23.11,NA,  2793159,    0.00,SEPA
235,Ayrshire and Arran,Maybole,2021-03-15,2021-03-16,14753061,Positive,   25856,   26999.30,   24714.15,NA,   25856.73,   1615.85,NA, 14.37,NA,  3671931,   21.17,SEPA
236,Ayrshire and Arran,Maybole,2021-03-22,2021-03-23,14774181,Negative,       0,NA,NA,NA,NA,NA,NA, 24.28,NA,  2714857,    0.00,SEPA
237,Ayrshire and Arran,Maybole,2021-03-30,2021-04-01,14793943,Weak Positive,    1033,     945.66,    1121.19,NA,    1033.43,    124.11,NA,  8.63,NA,  4924800,    1.14,SEPA
238,Ayrshire and Arran,Maybole,2021-04-06,2021-04-08,14810769,Negative,       0,NA,NA,NA,NA,NA,NA, 25.81,NA,  2621002,    0.00,SEPA
239,Ayrshire and Arran,Maybole,2021-04-12,2021-04-13,14837728,Weak Positive,     418,     836.30,       0.00,NA,     418.15,    591.35,NA, 25.09,NA,  2664045,    0.25,SEPA
240,Ayrshire and Arran,Maybole,2021-04-28,2021-04-29,14875662,Negative,       0,NA,NA,NA,NA,NA,NA, 26.68,NA,  2571449,    0.00,SEPA
241,Ayrshire and Arran,Maybole,2021-05-07,2021-05-10,14890682,Negative,       0,NA,NA,NA,NA,NA,NA, 30.54,NA,  2378987,    0.00,SEPA
242,Ayrshire and Arran,Maybole,2021-05-10,2021-05-11,14918024,Weak Positive,    1246,    2492.54,       0.00,NA,    1246.27,   1762.49,NA, 33.13,NA,  2270066,    0.63,SEPA
243,Ayrshire and Arran,Maybole,2021-05-19,2021-05-20,14946812,Weak Positive,     409,       0.00,     819.61,NA,     409.81,    579.55,NA, 23.05,NA,  2797343,    0.26,SEPA
244,Ayrshire and Arran,Maybole,2021-05-26,2021-05-28,14969665,Negative,       0,NA,NA,NA,NA,NA,NA, 19.72,NA,  3060270,    0.00,SEPA
245,Ayrshire and Arran,Maybole,2021-06-02,2021-06-03,14990292,Negative,       0,NA,NA,NA,NA,NA,NA, 23.39,NA,  2773859,    0.00,SEPA
246,Ayrshire and Arran,Maybole,2021-06-09,2021-06-11,15017686,Positive (DNQ),    5454,    7140.24,    3767.37,NA,    5453.81,   2384.98,NA, 22.38,NA,  2845256,    3.46,SEPA
247,Ayrshire and Arran,Maybole,2021-06-16,2021-06-17,15042167,Positive,   28477,   25459.56,   31495.24,NA,   28477.40,   4267.87,NA, 21.86,NA,  2884029,   18.32,SEPA
248,Ayrshire and Arran,Maybole,2021-06-22,2021-06-23,15061266,Positive (DNQ),    4654,    4863.04,    4444.54,NA,    4653.79,    295.92,NA, 22.54,NA,  2833610,    2.94,SEPA
249,Ayrshire and Arran,Maybole,2021-06-29,2021-06-30,15084001,Positive,   85800,   74883.06,   96717.99,NA,   85800.53,  15439.63,NA, 22.73,NA,  2819949,   53.96,SEPA
250,Ayrshire and Arran,Maybole,2021-07-06,2021-07-07,15111596,Positive,   46072,   46154.00,   45990.47,NA,   46072.24,    115.63,NA, 16.28,NA,  3417363,   35.11,SEPA - Low Volume
251,Ayrshire and Arran,Maybole,2021-07-13,2021-07-14,15143490,Positive,   46217,   53244.28,   39190.98,NA,   46217.63,   9937.19,NA, 22.30,NA,  2851128,   29.39,SEPA - Low Volume
252,Ayrshire and Arran,Maybole,2021-07-20,2021-07-21,15171125,Positive,   10520,   10445.66,   10595.88,NA,   10520.77,    106.22,NA, 20.74,NA,  2972693,    6.97,SEPA - Low Volume
253,Ayrshire and Arran,Maybole,2021-08-31,2021-09-01,15313567,Positive,  411579,  359601.93,  463557.81,NA,  411579.87,  73507.91,NA, 24.23,NA,  2718081,  249.49,SEPA - Low Volume
254,Ayrshire and Arran,Maybole,2021-09-08,2021-09-09,15339963,Positive,  386705,  375750.94,  397659.34,NA,  386705.14,  15491.58,NA, 24.42,NA,  2705885,  233.36,SEPA - Low Volume
255,Ayrshire and Arran,Maybole,2021-09-13,2021-09-14,15360460,Positive,  564251,  560847.77,  567655.60,NA,  564251.68,   4813.86,NA, 22.81,NA,  2814251,  354.14,SEPA - Low Volume
256,Ayrshire and Arran,Maybole,2021-09-20,2021-09-21,15387201,Positive,  108128,  105988.85,  110268.22,NA,  108128.54,   3025.97,NA, 17.84,NA,  3241986,   78.18,SEPA - Low Volume
257,Ayrshire and Arran,Maybole,2021-10-06,2021-10-07,15434380,Weak Positive,    5148,    7200.13,    3096.11,NA,    5148.12,   2901.98,NA, 31.49,NA,  2337398,    2.68,SEPA - Low Volume
258,Ayrshire and Arran,Maybole,2021-11-12,2021-11-16,NA,Positive,  217192,  153191.46,  281192.64,NA,  217192.05,  90510.50,NA, 10.24,NA,  4462906,  216.17,SEPA - Low Volume
259,Ayrshire and Arran,Maybole,2021-11-22,2021-11-23,15614036,Positive,  237482,  224894.68,  250070.76,NA,  237482.72,  17802.18,NA, 16.19,NA,  3428287,  181.57,SEPA - Low Volume
260,Ayrshire and Arran,Maybole,2021-12-06,2021-12-07,15651994,Positive,  137081,  140034.00,  134129.00,NA,  137081.50,   4175.47,NA, 11.21,NA,  4236314,  129.51,SEPA - Low Volume
261,Ayrshire and Arran,Maybole,2021-12-20,2021-12-21,15698073,Positive,  335410,  274464.33,  396356.16,NA,  335410.25,  86190.54,NA, 17.44,NA,  3284590,  245.69,SEPA - Low Volume
262,Ayrshire and Arran,Maybole,2022-01-04,2022-01-05,15762922,Positive,  177921,  118448.21,  237395.44,NA,  177921.83,  84108.39,NA,  9.21,NA,  4743782,  188.23,SEPA - Low Volume
263,Ayrshire and Arran,Maybole,2022-02-03,2022-02-04,15816314,Positive,  185725,  186183.52,  185267.01,NA,  185725.26,    648.07,NA, 16.14,NA,  3434398,  142.25,SEPA - Low Volume
264,Ayrshire and Arran,Maybole,2022-02-09,2022-02-10,NA,Positive,  246078,  217018.72,  275137.80,NA,  246078.26,  41096.39,NA,NA,NA,NA,  314.91,SEPA - Low Volume
265,Ayrshire and Arran,Meadowhead,2020-08-08,NA,14108878,Negative,       0,NA,NA,NA,NA,NA,174614400,  9.98,7.2,150993059,    0.00,SEPA
266,Ayrshire and Arran,Meadowhead,2020-08-14,NA,14108879,Negative,       0,NA,NA,NA,NA,NA,114220800, 16.11,7.2,113961835,    0.00,SEPA
267,Ayrshire and Arran,Meadowhead,2020-08-20,NA,14108880,Negative,       0,NA,     530.68,NA,     530.68,NA,112406400, 16.28,7.3,113261082,    0.00,SEPA
268,Ayrshire and Arran,Meadowhead,2020-09-01,NA,14108882,Positive (DNQ),    3172,    3561.98,    2663.73,   3291.45,    3172.38,    460.81, 93312000, 18.40,7.2,105400474,    1.55,SEPA
269,Ayrshire and Arran,Meadowhead,2020-09-07,NA,14108883,Negative,       0,NA,NA,NA,NA,NA,147744000, 11.44,7.2,139352808,    0.00,SEPA
